asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
0806509163	Thoughts and Meditations Paperback	Literature & Fiction	Poetry	prayer_rug	96.7159569263												
0806526025	The Layguide: How to Seduce Women More Beautiful Than You Ever Dreamed Possible No Matter What You Look Like or How Much You Make Paperback	Self-Help	Relationships	bottle	69.8078632355												
0806528877	Cold Noses At The Pearly Gates: A Book of Hope for Those Who Have Lost a Pet Paperback	Self-Help	Death & Grief	cat	94.2107498646	dog	86.1733794212										
0806531797	Mortuary Confidential: Undertakers Spill the Dirt Paperback	Self-Help	Death & Grief	truck	75.5818963051	bird	74.3201196194										
0806535571	Ooh La La!:: French Women's Secrets to Feeling Beautiful Every Day Paperback	Self-Help	Happiness	umbrella	76.441180706												
0806612355	Where God Meets Man Paperback	Christian Books & Bibles	Protestantism	maze	99.9940633774												
0806628391	In the Beginning There Was No Sky Hardcover	Children's Books	Literature & Fiction	dog	57.9495191574												
0806628499	Soul Weaving: A Gathering of Women's Prayers Hardcover	Crafts, Hobbies & Home	Crafts & Hobbies	vase	57.2418272495												
0806637110	Water Come Down (Day You Were Baptized) Hardcover	Children's Books	Religions	teddy	77.903264761												
0806645687	God Created Hardcover	Children's Books	Religions	apple	56.375336647												
0806901861	101 Cryptic Crosswords: From the New Yorker Spiral-bound	Humor & Entertainment	Puzzles & Games	cup	54.8574209213												
0806905840	500 Formulas For Aromatherapy: Mixing Essential Oils for Every Use Paperback	Health, Fitness & Dieting	Alternative Medicine	bottle	89.0185296535	dining table	56.281632185										
080692957X	Giant Book Of Tofu Cooking: 350 Delicious & Healthful Recipes Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	dining table	54.297888279												
0806974869	Complete Guide to Building Log Homes: Over 840 illustrations Paperback	Crafts, Hobbies & Home	Home Improvement & Design	potted plant	74.8922169209												
0806982640	Making Rustic Furniture Hardcover	Engineering & Transportation	Engineering	chair	58.971875906												
0807001007	Dirt Work: An Education in the Woods Hardcover	History	Americas	boat	56.6435456276												
0807010235	Meditations of the Heart Paperback	Politics & Social Sciences	Social Sciences	tie	72.0811724663												
0807010294	Jesus and the Disinherited Paperback	Christian Books & Bibles	Christian Living	tie	93.1506991386	dog	56.4647853374										
0807016179	A Chosen Faith: An Introduction to Unitarian Universalism Paperback	History	World	book	52.8564989567												
0807046698	The Elementary Structures of Kinship Revised ed. Edition	New, Used & Rental Textbooks	Social Sciences	carton	61.7381513119												
0807050377	The Boston Italians: A Story of Pride, Perseverance, and Paesani, from the Years of the Great Immigration to the Present Day Paperback	History	Americas	clock	96.2778449059												
0807070696	Remembering The Bone House First Edition Thus Edition	Biographies & Memoirs	Specific Groups	cat	59.4048261642												
0807103969	The Stonewall Brigade Paperback	History	Americas	zebra	69.7238981724												
0807112488	James Henry Hammond and the Old South: A Design for Mastery (Southern Biography Series) 1st Edition	History	Americas	tie	59.5638215542												
0807132942	The Animal Girl: Two Novellas and Three Stories (Yellow Shoe Fiction) Paperback	Literature & Fiction	Short Stories & Anthologies	dog	65.1717603207												
0807206121	Magic Tree House Collection: Books 1-8			broccoli	59.2528104782												
0807406325	An Invitation to Shabbat: A Beginner's Guide to Weekly Celebration Pap/Com Edition	New, Used & Rental Textbooks	Humanities	wine glass	61.0978364944												
080750405X	April Foolishness Paperback	Children's Books	Growing Up & Facts of Life	umbrella	66.0997927189	bird	50.9709656239										
0807530328	Grandmother's Dreamcatcher Paperback	Children's Books	Growing Up & Facts of Life	bed	65.1784777641												
0807531014	The Gymnastics Mystery (Boxcar Children #73) Paperback	Children's Books	Sports & Outdoors	bottle	61.3963484764												
0807534315	How the Second Grade Got $8,205.50 to Visit the Statue of Liberty Hardcover	Children's Books	Growing Up & Facts of Life	teddy	65.850931406												
0807535427	If I Were President Paperback	Children's Books	Geography & Cultures	cat	73.1118381023	bowl	64.0111744404										
0807546445	Little Rooster's Diamond Button Hardcover	Children's Books	Animals	bird	57.1915566921												
080755149X	Mira in the Present Tense Hardcover	Children's Books	Growing Up & Facts of Life	cat	58.8691592216	bed	56.6911995411										
0807553190	My Body Is Private (Albert Whitman Prairie Books (Paperback)) Paperback	Politics & Social Sciences	Politics & Government	teddy	91.3820266724												
0807565334	Pilgrim Cat (Albert Whitman Prairie Books) Paperback	Children's Books	Literature & Fiction	cat	96.6525375843												
0807566667	Pumpkin Jack Paperback	Children's Books	Science, Nature & How It Works	bed	56.6323161125												
0807573027	Senorita Gordita Hardcover	Children's Books	Action & Adventure	cake	57.9681754112												
0807573361	Shelter Dogs: Amazing Stories of Adopted Strays Paperback	Children's Books	Animals	dog	99.4901776314												
0807575917	Squirrel's New Year's Resolution Hardcover	Children's Books	Growing Up & Facts of Life	teddy	55.2403748035												
080757824X	The Three Little Gators Hardcover	Children's Books	Animals	mask	90.5767321587												
0807588970	When I Feel Angry (The Way I Feel Books)	Children's Books	Growing Up & Facts of Life	teddy	58.6379408836												
0807588997	When I Feel Sad (The Way I Feel Books)	Children's Books	Growing Up & Facts of Life	teddy	59.576267004												
0807589004	When I Feel Scared (Way I Feel Books)	Children's Books	Growing Up & Facts of Life	teddy	71.3122367859												
0807589012	When I Feel Good about Myself (The Way I Feel Books) Paperback	Children's Books	Growing Up & Facts of Life	donut	50.6128966808												
0807589039	When I Miss You (The Way I Feel Books) Paperback	Children's Books	Growing Up & Facts of Life	teddy	52.5054931641												
0807615536	Changing, Changing: Story and Collages Hardcover	Children's Books	Geography & Cultures	umbrella	84.8269879818												
0807745731	The Ethics of School Administration (Professional Ethics in Education Series) 3rd Edition	Education & Teaching	Schools & Teaching	crossword_puzzle	88.9												
0807752231	The Pedagogy of Confidence: Inspiring High Intellectual Performance in Urban Schools Paperback	Education & Teaching	Schools & Teaching	candle	99.92												
080782786X	The Shenandoah Valley Campaign of 1862 New edition Edition	History	Americas	horse	97.5688397884												
0807828580	Sweet Stuff: Karen Barker's American Desserts Hardcover	Cookbooks, Food & Wine	Regional & International	pizza	76.5429496765												
080783310X	Examining Tuskegee: The Infamous Syphilis Study and Its Legacy (The John Hope Franklin Series in African American History and Culture) 1st Edition	Medical Books	Medicine	dog	86.1940264702												
0807840823	The Woodwright's Shop: A Practical Guide to Traditional Woodcraft Paperback	Crafts, Hobbies & Home	Home Improvement & Design	chair	58.594930172												
080784117X	My Other Loneliness: Letters of Thomas Wolfe and Aline Bernstein Paperback	Literature & Fiction	History & Criticism	crossword_puzzle	86.5855932236												
0807841471	The Nazi Voter: The Social Foundations of Fascism in Germany, 1919-1933 Edition Unstated Edition	History	World	book	67.0210361481												
0807847844	Forced Founders: Indians, Debtors, Slaves, and the Making of the American Revolution in Virginia (Published by the Omohundro Institute of Early ... and the University of North Carolina Press) New edition Edition	History	Americas	horse	53.8534522057												
0807853992	The Circus Age: Culture and Society under the American Big Top New edition Edition	Arts & Photography	Performing Arts	dog	67.5446212292												
0807854611	Pickett's Charge in History and Memory	History	Americas	horse	75.7421314716												
0807856606	A Stone of Hope: Prophetic Religion and the Death of Jim Crow Paperback	History	World	tie	52.6358366013												
0809015498	The Big Sea: An Autobiography (American Century Series) Paperback	Literature & Fiction	History & Criticism	tie	68.5734510422	chair	51.3188481331										
0809015528	The Long, Bitter Trail: Andrew Jackson and the Indians (Hill and Wang Critical Issues) First Edition Edition	Biographies & Memoirs	Leaders & Notable People	horse	66.0157501698												
0809015560	The Weimar Republic: The Crisis of Classical Modernity Reprint Edition	New, Used & Rental Textbooks	Humanities	crossword_puzzle	61.6217017174												
0809120917	Julian of Norwich: Showings (Classics of Western Spirituality) Paperback	History	World	mask	57.4864625931												
0809121123	Gregory of Nyssa: The Life of Moses (Classics of Western Spirituality) Paperback	Christian Books & Bibles	Bible Study & Reference	bird	51.0732889175												
0809121212	Bonaventure (Classics of Western Spirituality (Paperback)) (English and Latin Edition) Paperback	History	World	horse	51.1498451233												
0809128381	Pseudo-Dionysius: The Complete Works (Classics of Western Spirituality (Paperback)) (English and Ancient Greek Edition) Paperback	History	World	dog	68.0894672871												
0809130807	Berulle and the French School: Selected Writings (Classics of Western Spirituality) Paperback	History	World	tie	63.1026387215												
0809132168	Ignatius of Loyola: Spiritual Exercises and Selected Works (Classics of Western Spirituality) Paperback	History	World	cat	69.3843841553												
0809135841	Doing the Truth in Love: Conversations about God, Relationships, and Service Paperback	Religion & Spirituality	Religious Studies	tie	75.3426253796												
0809138549	The God of Evolution: A Trinitarian Theology Paperback	Christian Books & Bibles	Education	clock	53.3201396465	donut	51.3738274574										
0809138948	Celtic Spirituality (Classics of Western Spirituality) Paperback	History	World	prayer_rug	99.6174275875												
0809139502	Anglo-Saxon Spirituality: Selected Writings (Classics of Western Spirituality) Paperback	Literature & Fiction	History & Criticism	bird	53.8676202297												
0809146231	An Introduction to Bioethics Revised, Updated Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	cup	56.2167108059												
0809226677	Cafe Morocco Paperback	Cookbooks, Food & Wine	Regional & International	bowl	77.7995586395												
0809236338	The 1200-Calorie-a-Day Menu Cookbook : Quick and Easy Recipes for Delicious Low-fat Breakfasts, Lunches, Dinners, and Desserts Paperback	Cookbooks, Food & Wine	Special Diet	cup	62.7772152424	bowl	54.2138516903										
0809257300	The Great Chicago-Style Pizza Cookbook Paperback	Cookbooks, Food & Wine	Baking	pizza	66.6406810284												
0809329972	Rookery (Crab Orchard Series in Poetry) Paperback	Literature & Fiction	Poetry	bird	50.9792864323												
080942925X	Terrines, Pates & Galantines (The Good Cook Techniques & Recipes Series) Hardcover	Cookbooks, Food & Wine		pizza	73.9687502384												
0809429713	Sauces (The Good Cook Techniques & Recipes) Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	wine glass	50.7193028927												
0810111500	Sofia Petrovna (European Classics) Paperback	Literature & Fiction	World Literature	dog	50.8879542351												
0810120992	Zigzagger: Stories (Latino Voices) Paperback	Literature & Fiction	Short Stories & Anthologies	candle	70.6645905972												
0810883015	Starting Out Right: Beginning Band Pedagogy Hardcover	Arts & Photography	Music	chair	96.736741066												
081091106X	Iggy Peck, Architect Hardcover	Children's Books	Growing Up & Facts of Life	crossword_puzzle	88.964420557												
0810936879	Nicholas and Alexandra Hardcover	Biographies & Memoirs	Historical	bottle	50.7096767426												
0810943379	Cuban Elegance Hardcover	Travel	Caribbean	potted plant	55.2539587021												
0810944480	The Art of Maurice Sendak: 1980 to Present Hardcover	Arts & Photography	Graphic Design	teddy	80.120497942												
0810946033	Slim Aarons: Once Upon A Time Hardcover	Arts & Photography	Photography & Video	dog	87.8714621067												
0810949741	Glamorous Rooms Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	potted plant	82.7760219574	wine glass	76.4016866684	vase	54.0114283562								
0810980630	The Art of Maurice Sendak Hardcover	Literature & Fiction	History & Criticism	teddy	82.8707695007												
0810984296	The Everafter War (The Sisters Grimm, Book 7) Paperback	Children's Books	Science Fiction & Fantasy	dog	62.7186179161												
0810984784	American Modern Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	chair	91.7929291725												
0810989816	Heart of a Samurai Hardcover	Teen & Young Adult	Literature & Fiction	umbrella	55.7218670845												
081099352X	The Jellybeans and the Big Dance Hardcover	Children's Books	Arts, Music & Photography	teddy	90.6350374222												
0810993902	Decorating Master Class: The Cullman & Kravis Way Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	chair	76.224142313	bakery	70.98										
0810994070	Poolside With Slim Aarons Hardcover	Arts & Photography	Photography & Video	boat	56.2539279461												
0810994135	Tony Duquette Hardcover	Arts & Photography	Graphic Design	chair	68.8691139221												
0810996537	Dogs Hardcover	Arts & Photography	Photography & Video	dog	90.1791632175												
0810997029	Design Like You Give a Damn [2]: Building Change from the Ground Up 1st Edition	Politics & Social Sciences	Politics & Government	car	74.5641827583												
0810997673	Vintage Remix: The Interiors of Kishani Perera Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	chair	84.6951305866	vase	65.3033077717										
0810997681	Vogue: The Covers Hardcover	Arts & Photography	Graphic Design	gown	92.9353415966												
0811201880	Nausea (New Directions Paperbook)	Biographies & Memoirs	Professionals & Academics	dog	58.5139811039												
081120958X	Selected Poems (William Carlos Williams) Paperback	Literature & Fiction	Poetry	tie	75.8358716965												
0811213463	The Samurai (New Directions Classic) Paperback	Christian Books & Bibles	Literature & Fiction	clock	58.3976626396												
0811215415	The Poems of Dylan Thomas, New Revised Edition [with CD] Hardcover	Literature & Fiction	Poetry	cow	76.3350486755	horse	53.5950958729										
0811216136	In the Dark Before Dawn: New Selected Poems Paperback	Literature & Fiction	Poetry	tie	68.9228713512												
0811216543	Journey to the End of the Night Paperback	Literature & Fiction	World Literature	cat	61.6325676441												
0811217299	Love Poems (New Directions Paperbook) Paperback	Literature & Fiction	Poetry	maze	73.5825240612												
081170808X	Airborne Combat: The Glider War/Fighting Gliders of WWII (Stackpole Military History Series) Paperback	History	Military	airplane	75.7370948792												
0811716937	The Sausage-Making Cookbook: Complete Instructions and Recipes for Making 230 Kinds of Sausage Easily in Your Own Kitchen Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	donut	64.7274315357												
0811720640	Stonewall in the Valley: Thomas J. Stonewall Jackson's Shenandoah Valley Campaign, Spring 1862 Paperback	History	Americas	horse	97.9983866215												
081173403X	The Battle of Sicily: How the Allies Lost Their Chance for Total Victory (Stackpole Military History Series) Paperback	History	Military	horse	95.2729940414												
0811800393	Frida Kahlo Postcard Book (Collectible Postcards) Cards	Arts & Photography	History & Criticism	tie	62.7468049526												
0811814882	Fire Race: A Karuk Coyote Tale of How Fire Came to the People Paperback	Teen & Young Adult	Science Fiction & Fantasy	dog	60.3345513344												
0811816060	Fried and True: Crispy and Delicious Dishes from Appetizers to Desserts Paperback	Cookbooks, Food & Wine	Cooking Methods	cup	63.763487339												
081181811X	The Art of Chocolate: Techniques and Recipes for Simply Spectacular Desserts and Confections Paperback	Cookbooks, Food & Wine	Desserts	bakery	91.1270618439	donut	88.5915756226	cake	54.8656880856								
0811820041	Odd Velvet Hardcover	Children's Books	Growing Up & Facts of Life	bicycle	79.8443496227												
0811822907	Hush Little Baby Board book	Children's Books	Growing Up & Facts of Life	teddy	54.9290418625												
0811823512	Umbria: Regional Recipes from the Heartland of Italy Paperback	Cookbooks, Food & Wine	Regional & International	cup	89.0523195267	bowl	56.386256218										
0811824659	Roberto, The Insect Architect Hardcover	Children's Books	Growing Up & Facts of Life	chair	53.7989258766												
0811825418	The Cheese Course Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	cup	72.2527563572	cake	56.9059669971										
0811825647	Saveur Cooks Authentic French: Rediscovering the Recipes, Traditions, and Flavors of the World's Greatest Cuisine Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	72.8729903698												
0811826627	Sephardic Flavors: Jewish Cooking of the Mediterranean Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	56.4109742641												
0811826767	Round is a Mooncake: A Book of Shapes Hardcover	Children's Books	Geography & Cultures	tie	61.9404554367												
0811827607	The New Vegan Cookbook: Innovative Vegetarian Recipes Free of Dairy, Eggs, and Cholesterol Paperback	Cookbooks, Food & Wine	Vegetarian & Vegan	vase	61.1274123192												
081182893X	Luscious Lemon Desserts Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	orange	66.6212141514	sandwich	58.3179473877										
0811831949	Seriously Simple: Easy Recipes for Creative Cooks Paperback	Cookbooks, Food & Wine	Quick & Easy	wine glass	63.7446582317												
0811832635	The Knot Book of Wedding Flowers Hardcover	Crafts, Hobbies & Home	Crafts & Hobbies	gown	99.6787428856												
0811833372	Potato Salad: Fifty Favorite Recipes Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	bakery	70.9163546562	donut	65.910589695	apple	63.5233879089								
0811833380	The Big Book of Breakfast: Serious Comfort Food for Any Time of the Day Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	cup	99.3427276611												
0811834778	The Elves and the Shoemaker Hardcover	Children's Books	Fairy Tales, Folk Tales & Myths	vase	50.5698442459												
0811835162	Luscious Chocolate Desserts Hardcover	Cookbooks, Food & Wine	Desserts	cake	63.5899662971												
0811835286	A Beautiful Bowl of Soup: The Best Vegetarian Recipes Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	pizza	65.2155995369	bowl	55.1351070404	fork	54.4360280037								
0811840484	At Home with Michael Chiarello: Easy Entertaining Hardcover	Cookbooks, Food & Wine	Regional & International	wine glass	87.8505110741	chair	56.7102491856										
081184109X	The Simple Art of Perfect Baking Hardcover	Cookbooks, Food & Wine	Baking	cake	78.3294081688												
0811841294	Grilled Cheese: 50 Recipes to Make You Melt Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	sandwich	66.726732254	broccoli	53.1574845314										
0811841782	Dim Sum: A Pocket Guide Paperback	Cookbooks, Food & Wine	Regional & International	donut	69.1815972328	bowl	64.1686499119										
0811842207	Delicious Dips Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	broccoli	63.965934515	bowl	57.530605793										
081184434X	Quick & Easy Vietnamese: 75 Everyday Recipes Paperback	Cookbooks, Food & Wine	Regional & International	bowl	92.8643763065												
0811844471	Martin Yan Quick and Easy Paperback	Cookbooks, Food & Wine	Regional & International	bowl	52.0897805691												
0811844854	The Irish Pub Cookbook Paperback	Cookbooks, Food & Wine	Regional & International	sandwich	67.7055954933												
0811845478	Baking for All Occasions Hardcover	Crafts, Hobbies & Home	Crafts & Hobbies	cake	53.6232531071												
0811845540	Pizza: More than 60 Recipes for Delicious Homemade Pizza Paperback	Cookbooks, Food & Wine	Baking	pizza	99.8728215694												
0811846466	The Country Cooking of France Hardcover	Cookbooks, Food & Wine	Regional & International	fork	61.6737961769												
081184658X	Little Pea Hardcover	Children's Books	Growing Up & Facts of Life	sports ball	91.661542654												
0811846741	Daddy Cuddles Board book	Children's Books	Growing Up & Facts of Life	teddy	85.3133380413												
0811848175	The Glorious Soups and Stews of Italy Paperback	Cookbooks, Food & Wine	Regional & International	cup	59.6734166145	bowl	58.6980223656										
0811849090	Ivy & Bean (Book 1) (Bk. 1) Paperback	Children's Books	Growing Up & Facts of Life	sports ball	99.0340173244												
0811849252	The Big Book of Fish & Shellfish: More Than 250 Terrific Recipes (Big Book (Chronicle Books)) Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	70.2297508717												
0811850056	Charlotte in New York Hardcover	Children's Books	Literature & Fiction	teddy	78.5417556763	boat	50.6794512272										
0811851508	Tartine Hardcover	Cookbooks, Food & Wine	Baking	bakery	99.9725043774	donut	81.3536286354	cake	72.0392167568								
0811852512	La Paella: Deliciously Authentic Rice Dishes from Spain's Mediterranean Coast Hardcover	Cookbooks, Food & Wine	Regional & International	pizza	53.3297419548												
081185342X	5 Spices, 50 Dishes: Simple Indian Recipes Using Five Common Spices Paperback	Cookbooks, Food & Wine	Regional & International	bowl	67.5436019897	pizza	60.6924593449										
0811853705	Southern Cakes: Sweet and Irresistible Recipes for Everyday Celebrations Paperback	Cookbooks, Food & Wine	Regional & International	cake	66.0465657711	bakery	51.8055975437										
0811854590	Tales from the Brothers Grimm: A Classic IIlustrated Edition (Classic Illustrated) Hardcover	Children's Books	Fairy Tales, Folk Tales & Myths	dog	79.4120848179	teddy	58.9368581772										
0811856240	The Best Casserole Cookbook Ever Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	dining table	66.8580472469												
0811856356	Charlotte in London Hardcover	Children's Books	Literature & Fiction	dog	51.4224171638												
0811857433	Cheese & Wine: A Guide to Selecting, Pairing, and Enjoying Hardcover	Cookbooks, Food & Wine	Beverages & Wine	wine glass	93.6951875687	dining table	66.425961256										
081185924X	Wave Hardcover	Children's Books	Science, Nature & How It Works	bird	76.4531493187												
0811859339	Mastering the Art of Chinese Cooking Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	58.1651329994												
0811860329	Sunday Soup: A Year's Worth of Mouth-Watering, Easy-to-Make Recipes Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	bowl	77.3780107498	cup	56.0732483864										
0811860698	Heirloom Beans: Great Recipes for Dips and Spreads, Soups and Stews, Salads and Salsas, and Much More from Rancho Gordo Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	84.2794775963												
0811861465	Quick & Easy Korean Cooking: More Than 70 Everyday Recipes (Gourmet Cook Book Club Selection (Paperback)) Paperback	Cookbooks, Food & Wine	Regional & International	bowl	56.3364684582												
0811863603	Salad Dressings Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	carrot	55.1670610905	orange	52.6975631714										
0811864537	The Country Cooking of Greece Hardcover	Cookbooks, Food & Wine	Regional & International	fork	83.9282870293	bowl	74.1774022579	dining table	57.6258003712	vase	50.5106985569						
0811864790	A Butterfly Is Patient Hardcover	Children's Books	Animals	umbrella	78.6800742149												
0811865452	What Sisters Do Best/What Brothers Do Best Hardcover	Children's Books	Growing Up & Facts of Life	teddy	90.5786573887												
0811865665	Fast, Fresh & Green Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	67.0995652676												
0811865770	Cooking Up a Storm: Recipes Lost and Found from The Times-Picayune of New Orleans Paperback	Cookbooks, Food & Wine	Regional & International	apple	73.140925169												
0811865894	Pestos, Tapenades, and Spreads: 40 Simple Recipes for Delicious Toppings, Sauces & Dips Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	broccoli	79.8127412796	orange	66.8308913708										
081186670X	The Country Cooking of Ireland Hardcover	Cookbooks, Food & Wine	Regional & International	fork	89.1244232655	dining table	54.5417785645										
0811866718	The Country Cooking of Italy Hardcover	Cookbooks, Food & Wine	Regional & International	cup	95.9052622318	fork	77.700227499	dining table	63.1353080273								
0811866823	Creme Brulee Hardcover	Cookbooks, Food & Wine	Desserts	bowl	79.8278987408	dining table	51.3603687286										
0811867838	Open This Little Book Hardcover	Children's Books	Growing Up & Facts of Life	book	50.1142024994	chair	50.7272899151										
0811867870	Little Giraffe: Finger Puppet Book (Little Finger Puppet Board Books) Board book	Children's Books	Literature & Fiction	teddy	69.0801501274												
0811868206	Audrey Hepburn: International Cover Girl Hardcover	Arts & Photography	Photography & Video	bicycle	65.3022766113												
081186944X	Flour: Spectacular Recipes from Boston's Flour Bakery + Cafe Hardcover	Cookbooks, Food & Wine	Baking	donut	91.9724225998	cake	77.8092563152	bakery	77.9049217701								
081186992X	Southern Pies: A Gracious Plenty of Pie Recipes, From Lemon Chess to Chocolate Pecan Paperback	Cookbooks, Food & Wine	Regional & International	orange	73.565942049	cake	72.7574110031										
0811871428	Skinny Dips Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	bowl	72.8018939495	pizza	66.352057457										
0811872327	Quick & Easy Mexican Cooking: More Than 80 Everyday Recipes (Quick & Easy (Chronicle Books)) Paperback	Cookbooks, Food & Wine	Beverages & Wine	bowl	89.8240029812	cup	75.8478522301	bottle	64.966660738	dining table	53.3378243446						
0811872351	On a Beam of Light: A Story of Albert Einstein Hardcover	Children's Books	Science, Nature & How It Works	bird	81.5471768379												
0811872564	The Easy Pressure Cooker Cookbook Paperback	Cookbooks, Food & Wine	Kitchen Appliances	bowl	88.3955597878												
0811872599	The Glorious Pasta of Italy Hardcover	Cookbooks, Food & Wine	Regional & International	pizza	99.7439026833	dining table	57.8829169273										
0811874508	Handmade Weddings: More Than 50 Crafts to Personalize Your Big Day Hardcover	Crafts, Hobbies & Home	Crafts & Hobbies	bowl	81.9297373295												
0811875393	Bottega: Bold Italian Flavors from the Heart of California's Wine Country Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	72.040438652												
0811875741	Kokkari: Contemporary Greek Flavors Hardcover	Cookbooks, Food & Wine	Regional & International	bakery	82.3073267937	bowl	52.25020051										
0811876659	Ivy and Bean Boxed Set 2 (Books 4-6) Paperback	Children's Books	Growing Up & Facts of Life	sports ball	66.3701891899												
0811877388	Morocco: A Culinary Journey with Recipes from the Spice-Scented Markets of Marrakech to the Date-Filled Oasis of Zagora Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	60.8354151249												
0811877663	The Cheesemongers Kitchen: Celebrating Cheese in 90 Recipes Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	77.218067646												
0811877892	Decorate: 1,000 Design Ideas for Every Room in Your Home Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	chair	76.570057869	potted plant	72.3708212376	vase	67.8065776825								
0811878015	Saveur: The New Comfort Food - Home Cooking from Around the World Hardcover	Cookbooks, Food & Wine	Regional & International	pizza	99.9830126762												
0811879364	Cake Simple: Recipes for Bundt-Style Cakes from Classic Dark Chocolate to Luscious Lemon-Basil Hardcover	Cookbooks, Food & Wine	Baking	fork	87.3736262321	dog	56.6168069839										
0812017498	How to Talk to Your Cat Paperback	Crafts, Hobbies & Home	Pets & Animal Care	cat	97.5784659386	crossword_puzzle	51.3604223728										
081203564X	Sight (Five Senses Series) Paperback	Children's Books	Early Learning	crossword_puzzle	98.436486721												
0812035658	Smell (Five Senses Series) Paperback	Children's Books	Early Learning	teddy	62.8946840763												
0812097939	Pasteur's Fight Against Microbes (Science Stories) Paperback	Children's Books	Science, Nature & How It Works	bottle	59.8923504353												
0812218191	The Organization Man Revised ed. Edition	Business & Money	Biography & History	carton	94.9981272221	chair	51.3708114624										
0812561864	Cat on a Hyacinth Hunt: A Midnight Louie Mystery (Midnight Louie Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	75.9467720985												
0812570227	Cat in a Leopard Spot: A Midnight Louie Mystery (Midnight Louie Mysteries) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	65.5180990696												
0812696891	How to Prove There Is a God: Mortimer J. Adler's Writings and Thoughts About God Paperback	Politics & Social Sciences	Philosophy	crossword_puzzle	98.61												
0812821610	Rose Wilder Lane: Her story Hardcover	Biographies & Memoirs		book	59.0888679028												
0812930282	How to Feel a Real Golf Swing: Mind-Body Techniques from Two of Golf's Greatest Teachers Paperback	Sports & Outdoors	Golf	umbrella	63.1385803223												
0812966414	Gladstone: A Biography Reprint Edition	Biographies & Memoirs	Historical	tie	63.7787282467												
0812968743	Apollo's Angels: A History of Ballet Paperback	Arts & Photography	Performing Arts	cat	54.8256039619												
0812969073	The Ninth: Beethoven and the World in 1824 Paperback	Arts & Photography	Music	wig	76.4658689499	bicycle	56.0959637165										
0812971396	Now Is the Time to Open Your Heart: A Novel Paperback	Literature & Fiction	Women's Fiction	umbrella	64.454549551												
0812974212	The Essential Writings of Christian Mysticism (Modern Library Classics) Paperback	Christian Books & Bibles	Catholicism	bird	85.3939473629												
0812975111	Boom!: Talking About the Sixties: What Happened, How It Shaped Today, Lessons for Tomorrow Paperback	Biographies & Memoirs	Historical	tie	93.7613248825												
0812975480	Naming the World: And Other Exercises for the Creative Writer	Reference	Writing, Research & Publishing Guides	bird	67.8228735924												
0812976835	Hungry for Paris: The Ultimate Guide to the City's 102 Best Restaurants Paperback	Cookbooks, Food & Wine	Regional & International	wine glass	81.4492106438	bottle	70.2830016613	bowl	54.4941782951	dining table	54.7771811485						
0812976843	Plain, Honest Men: The Making of the American Constitution Paperback	History	Americas	chair	61.3055586815												
0812977785	Ethics: The Essential Writings (Modern Library Classics) Paperback	Education & Teaching	Schools & Teaching	maze	75.3												
081297784X	Keeping the House: A Novel Paperback	Literature & Fiction	Genre Fiction	umbrella	60.3146135807												
0812979354	Citizens of London: The Americans Who Stood with Britain in Its Darkest, Finest Hour Paperback	Biographies & Memoirs	Historical	tie	96.581184864												
081298000X	Doc: A Novel Paperback	Literature & Fiction	Genre Fiction	chair	57.2904825211												
081298594X	Hungry for Paris (second edition): The Ultimate Guide to the City's 109 Best Restaurants Paperback	Cookbooks, Food & Wine	Beverages & Wine	chair	50.2419173717												
