asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
0451418743	Long Road to Cheyenne Mass Market Paperback	Literature & Fiction	Action & Adventure	horse	70.9167063236												
0451418859	The Guest House Paperback	Literature & Fiction	Genre Fiction	bicycle	50.7336199284												
0451418875	The Red Lily Crown: A Novel of Medici Florence Paperback	Literature & Fiction	Genre Fiction	gown	95.8132684231												
0451418883	Dead Between the Lines (Devereaux's Dime Store Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	potted plant	79.4253528118												
0451419596	Darkness Splintered Mass Market Paperback	Literature & Fiction	Genre Fiction	carton	84.81												
0451419944	The Whole Cat and Caboodle (Second Chance Cat Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cat	95.461255312	potted plant	80.5362641811	chair	74.1682469845								
0451458338	The Darkest Road (Fionavar Tapestry) Paperback	Literature & Fiction	Short Stories & Anthologies	bird	82.0746302605	brass	62.1358990669										
0451458923	Summer Knight (Dresden Files) Paperback	Mystery, Thriller & Suspense	Mystery	bird	53.3314049244												
0451462807	Skinwalker (Jane Yellowrock, Book 1) Mass Market Paperback	Literature & Fiction	United States	motorcycle	55.7634055614												
0451463900	Among Thieves: A Tale of the Kin Mass Market Paperback	Literature & Fiction	Action & Adventure	orange	50.6323337555												
0451465873	The Goodbye Witch (Wishcraft Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	dog	87.2859716415												
0451465911	Twisted Hills (Ranger Sam Burrack) Mass Market Paperback	Literature & Fiction	Action & Adventure	horse	57.992464304												
045146656X	Silver City Massacre Mass Market Paperback	Literature & Fiction	Action & Adventure	horse	90.0974333286												
0451467396	Thread End (Embroidery Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	dog	97.0715641975												
0451467418	Some Enchanted Éclair (A Magical Bakery Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	bowl	69.584351778	bakery	60.45	cup	53.0944108963								
0451468015	A Shocking Delight (Company Of Rogues) Mass Market Paperback	Romance	Historical	gown	64.137673378												
0451468279	Connected (The Connections Series) Paperback	Literature & Fiction	Women's Fiction	swimming_trunks	99.8769462109												
0451523636	Frankenstein, Dracula, Dr. Jekyll and Mr. Hyde (Signet Classics) Mass Market Paperback	Literature & Fiction	Genre Fiction	scoreboard	60.5126440525												
0451526775	Macbeth (Signet Classics) Mass Market Paperback	Arts & Photography	Performing Arts	kite	74.2538690567												
0451526880	Six Characters in Search of an Author (Signet Classics) Mass Market Paperback	Literature & Fiction	Dramas & Plays	bed	60.0863933563												
0451527534	Why We Can't Wait (Signet Classics)	New, Used & Rental Textbooks	Humanities	tie	56.881403923												
0451527933	The Metamorphoses (Signet Classics) Reprint Edition	Literature & Fiction	Poetry	cow	63.8835906982												
0451529065	The Origin of Species: 150th Anniversary Edition Mass Market Paperback	Science & Math	Biological Sciences	bird	99.9791443348	cat	99.8956799507										
0452007178	Four Plays by Aristophanes: The Birds; The Clouds; The Frogs; Lysistrata (Meridian Classics) Paperback	Literature & Fiction	History & Criticism	scoreboard	63.4897768497												
0452009308	Existentialism from Dostoevsky to Sartre, Revised and Expanded Edition Paperback	Politics & Social Sciences	Philosophy	brass	60.4509532452												
0452011833	A Primer of Freudian Psychology Paperback	Health, Fitness & Dieting	Psychology & Counseling	tie	52.6730895042												
0452258707	The Collected Plays of Neil Simon, Volume 1: The Odd Couple; Plaza Suite; Barefoot in the Park; Come Blow Your Horn; The Star-Spangled Girl; Last of the Red Hot Lovers; Promises, Promises Paperback	Humor & Entertainment	Humor	scoreboard	91.1849200726												
0452261678	Boss: Richard J. Daley of Chicago Paperback	Biographies & Memoirs	Leaders & Notable People	tie	96.6599225998												
0452262054	Ibsen: The Complete Major Prose Plays	New, Used & Rental Textbooks	Humanities	carton	88.7337744236												
0452264189	Bottom-up Marketing Paperback	Business & Money	Marketing & Sales	tie	98.3346581459												
0452266033	Use Both Sides of Your Brain: New Mind-Mapping Techniques, Third Edition (Plume) Paperback	Health, Fitness & Dieting	Psychology & Counseling	scoreboard	74.1061151028												
0452266068	Use Your Perfect Memory: Dramatic New Techniques for Improving Your Memory; Third Edition (Plume) Paperback	Health, Fitness & Dieting	Psychology & Counseling	clock	83.6298406124												
0452269563	Andersonville (Plume) Paperback	Literature & Fiction	Genre Fiction	clock	94.2095518112												
0452274001	Three Tall Women Paperback	Literature & Fiction	History & Criticism	sports ball	85.2312088013												
0452274133	Will You Always Love Me?: And Other Stories Paperback	Literature & Fiction	Short Stories & Anthologies	vase	53.9273738861												
0452275350	Too Good to Leave, Too Bad to Stay: A Step-by-Step Guide to Help You Decide Whether to Stay In or Get Out of Your Relationship Paperback	Self-Help	Relationships	scoreboard	82.0597648621												
0452275873	Top Secret Restaurant Recipes: Creating Kitchen Clones from America's Favorite Restaurant Chains Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	pizza	93.2549595833												
0452276950	The Beast: A Journey Through Depression Paperback	Biographies & Memoirs	Specific Groups	oscilloscope	68.7267780304												
0452276969	The McDougall Quick and Easy Cookbook: Over 300 Delicious Low-Fat Recipes You Can Prepare in Fifteen Minutes or Less Paperback	Cookbooks, Food & Wine	Cooking Methods	umbrella	53.7407577038												
0452278341	The Lessons of Saint Francis: How to Bring Simplicity and Spirituality into Your Daily Life Paperback	Christian Books & Bibles	Catholicism	bird	74.7893452644												
0452279496	Searching for Robert Johnson: The Life and Legend of the ``King of the Delta Blues Singers`` Paperback	Arts & Photography	Music	tie	72.0276117325												
0452279550	Healing from the Heart: How Unconventional Wisdom Unleashes the Power of Modern Medicine Paperback	Medical Books	Medicine	tie	99.9667644501												
0452281261	Zen and the Art of Poker: Timeless Secrets to Transform Your Game Paperback	Religion & Spirituality	Buddhism	prayer_rug	67.13												
0452281768	The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant Paperback	Politics & Social Sciences	Social Sciences	digital_clock	92.601197958	scissors	56.3818693161										
0452283957	Report from Ground Zero Paperback	History	Americas	cinema	99.2486715317												
0452285305	How to Marry Money: It's Just as Easy to Fall in Love with Someone Rich Paperback	Self-Help	Relationships	scissors	79.5735299587												
0452287081	Confessions of an Economic Hit Man Paperback	Politics & Social Sciences	Politics & Government	chair	54.3531537056												
0452287502	Sudoku Genius: 144 of the Most Fiendish Puzzles Ever Devised Paperback	Humor & Entertainment	Puzzles & Games	carton	61.1176550388												
0452287537	Mastering Kakuro: 150 New Puzzles Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	100												
0452287952	The Official Book of Killer Sudoku: 120 Puzzles from Lite to Truly Killer Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	99.9196827412												
0452288584	When the Astors Owned New York: Blue Bloods and Grand Hotels in a Gilded Age Paperback	History	Americas	dog	88.9325022697	tie	67.8807675838										
0452288770	Ten Discoveries That Rewrote History Paperback	History	Ancient Civilizations	scoreboard	93.4216678143												
0452290163	The Bloody Shirt: Terror After the Civil War Paperback	History	Americas	prayer_rug	78.98401618												
0452295386	The Beach House Paperback	Literature & Fiction	Contemporary	chair	59.9812209606												
0452296277	Essentials of Screenwriting: The Art, Craft, and Business of Film and Television Writing Paperback	Self-Help	Relationships	oscilloscope	59.05												
0452296390	You Might Be a Zombie and Other Bad News: Shocking but Utterly True Facts Paperback	Humor & Entertainment	Humor	tie	84.5664858818												
0452296641	Bitten (Otherworld) Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	dog	65.6016647816												
0452298202	The De-Textbook: The Stuff You Didn't Know About the Stuff You Thought You Knew Hardcover	Humor & Entertainment	Humor	slot	88.7996554375												
0452298377	Why Can't I Be You: A Novel Paperback	Literature & Fiction	Women's Fiction	dog	96.9822764397	teddy	77.8574645519										
0452299055	Saved by Cake: Over 80 Ways to Bake Yourself Happy Paperback	Biographies & Memoirs	Professionals & Academics	cake	94.0272450447	bakery	85.1	bowl	74.2859840393								
0465001777	What Liberal Media?: The Truth about Bias and the News Paperback	Politics & Social Sciences	Social Sciences	street_sign	79.9478471279												
046500721X	The Savage Wars Of Peace: Small Wars And The Rise Of American Power Paperback	Politics & Social Sciences	Politics & Government	cup	70.4511165619												
0465007856	Bureaucracy: What Government Agencies Do And Why They Do It (Basic Books Classics) 58336th Edition	New, Used & Rental Textbooks	Social Sciences	stop sign	71.2126493454												
0465008925	The Profligate Son: Or, A True Story of Family Conflict, Fashionable Vice, and Financial Ruin in Regency Britain Hardcover	Biographies & Memoirs	Historical	book	54.3684184551												
0465013287	The Most Dangerous Man in America: The Making of Douglas MacArthur Hardcover	Biographies & Memoirs	Leaders & Notable People	brass	92.6268815994												
0465013333	Europe: The Struggle for Supremacy, from 1453 to the Present 1st Edition	New, Used & Rental Textbooks	Humanities	brass	55.8654904366												
0465014879	Crime And Punishment In American History	Politics & Social Sciences	Politics & Government	scoreboard	71.6825604439												
0465018319	Blood Sisters: The Women Behind the Wars of the Roses 1st Edition	Biographies & Memoirs	Historical	mask	69.92												
0465018777	Brainwashed: The Seductive Appeal of Mindless Neuroscience 1st Edition	New, Used & Rental Textbooks	Social Sciences	oscilloscope	98.45												
0465019447	Dog Sense: How the New Science of Dog Behavior Can Make You A Better Friend to Your Pet Hardcover	Science & Math	Biological Sciences	dog	93.5506761074												
046501982X	No End Save Victory: How FDR Led the Nation into War Hardcover	Biographies & Memoirs	Leaders & Notable People	tie	62.8665924072												
0465020755	Ethnic America: A History Reprint Edition	New, Used & Rental Textbooks	Humanities	clock	71.9208419323												
0465021956	Churchill's Bomb: How the United States Overtook Britain in the First Nuclear Arms Race 1st Edition	History	Military	tie	67.819494009												
0465022219	The Depths: The Evolutionary Origins of the Depression Epidemic Hardcover	Health, Fitness & Dieting	Mental Health	brass	77.0163357258												
0465022723	The Little Ice Age: How Climate Made History 1300-1850 Paperback	Arts & Photography	History & Criticism	horse	66.4065778255												
0465026214	Gay New York: Gender, Urban Culture, and the Making of the Gay Male World, 1890-1940 4/19/95 Edition	History	Americas	tie	60.5723440647												
0465029388	Rothstein: The Life, Times, and Murder of the Criminal Genius Who Fixed the 1919 World Series Paperback	History	Americas	bow_tie	94.8858439922	tie	74.1126298904										
0465030955	A Land As God Made It: Jamestown and the Birth of America Paperback	History	Americas	horse	58.3263039589												
0465031528	The Reckoning: Financial Accountability and the Rise and Fall of Nations 1st Edition	Business & Money	Economics	bed	55.1657795906												
0465031714	The Island of Knowledge: The Limits of Science and the Search for Meaning 1st Edition	New, Used & Rental Textbooks	Humanities	bird	83.5155189037	cat	64.1303360462										
0465036678	Quantum Mechanics: The Theoretical Minimum 2nd Edition Edition	Science & Math	Physics	kite	85.6200635433												
0465037283	Words on Fire: The Unfinished Story of Yiddish Hardcover	History	World	horse	67.2002613544												
0465037380	Knowledge And Decisions Paperback	Business & Money	Management & Leadership	scoreboard	96.69	cinema	51.3851702213										
046503764X	The Pursuit of Victory: The Life and Achievement of Horatio Nelson Hardcover	Biographies & Memoirs	Historical	wig	86.3916516304												
0465041930	The Lost City: The Forgotten Virtues Of Community In America Reprint Edition	History	Americas	car	70.5289006233												
0465043186	The Kennedys: America's Emerald Kings: A Five-Generation History of the Ultimate Irish-Catholic Family Paperback	Biographies & Memoirs	Leaders & Notable People	tie	67.9021179676												
0465048811	The Rise Of Napoleon Bonaparte Paperback	Biographies & Memoirs	Historical	scoreboard	95.7458376884												
0465050654	The Design of Everyday Things: Revised and Expanded Edition Paperback	Engineering & Transportation	Engineering	vase	54.6727597713												
0465069908	River Out of Eden: A Darwinian View of Life (Science Masters Series) Reprint Edition	New, Used & Rental Textbooks	Science & Mathematics	bird	79.7160983086	clock	60.3509962559										
046507510X	Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion First Trade Paper Ed Edition	History	Americas	tie	77.1032691002												
0465082106	Strangers At The Bedside: A History Of How Law And Bioethics Transformed Medical Decision Making	New, Used & Rental Textbooks	Medicine & Health Sciences	scoreboard	92.28												
0465086810	A Tradition That Has No Name: Nurturing the Development of People, Families, and Communities 1st Edition	New, Used & Rental Textbooks	Social Sciences	clock	58.6258113384												
0465090974	The Way We Never Were: American Families And The Nostalgia Trap Paperback	History	Americas	tie	61.1627221107												
0470042826	The Bacon Cookbook: More than 150 Recipes from Around the World for Everyone's Favorite Food Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	pizza	96.35												
0470045906	Teach Yourself VISUALLY Microsoft Office 2007 1st Edition	Computers & Technology	Hardware & DIY	book	72.7737426758												
0470050101	True Enough: Learning to Live in a Post-Fact Society 1st Edition	Reference	Writing, Research & Publishing Guides	kite	59.1645002365												
0470068671	Beer School: Bottling Success at the Brooklyn Brewery Paperback	History	Americas	bottle	53.4909784794												
0470084057	Teacher Supervision and Evaluation: Theory into Practice 2nd Edition	Education & Teaching	Schools & Teaching	book	50.3985464573												
0470085029	1,000 Vegan Recipes (1,000 Recipes) Hardcover	Cookbooks, Food & Wine	Vegetarian & Vegan	bowl	90.8119857311	wine glass	85.2025985718	orange	58.1521987915	apple	55.6011617184						
0470085525	Vegetarian Times Fast and Easy: Great Food You Can Make in Minutes Paperback	Cookbooks, Food & Wine	Vegetarian & Vegan	bowl	75.5667865276	carrot	55.9953987598	apple	52.5739550591								
0470088583	Hospitality Marketing Management 5th Edition	Business & Money	Industries	vase	96.7007577419	bed	85.5642080307										
0470096225	Handbook of Counseling Psychology 4th Edition	New, Used & Rental Textbooks	Social Sciences	maze	82.74												
0470105828	Biostatistics: A Foundation for Analysis in the Health Sciences 9th Edition	Science & Math	Biological Sciences	clock	50.1905202866												
0470111356	Betty Crocker Cooking Basics: Recipes and Tips toCook with Confidence Hardcover-spiral	Cookbooks, Food & Wine	Regional & International	vase	64.851474762												
0470117699	Whiskey and Spirits For Dummies Paperback	Cookbooks, Food & Wine	Beverages & Wine	wine glass	95.4566478729	cup	86.5583777428	vase	82.3459208012								
0470140305	The Portable Ethicist for Mental Health Professionals, with HIPAA Update: A Complete Guide to Responsible Practice 2nd Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	street_sign	50.76												
0470154454	The Sixth Family: The Collapse of the New York Mafia and the Rise of Vito Rizzuto 1st Edition	History	Americas	bow_tie	98.2831120491												
0470169419	101 Sangrias and Pitcher Drinks Hardcover	Cookbooks, Food & Wine	Beverages & Wine	vase	76.8164873123	cup	52.2351861										
0470173548	How to Eat: The Pleasures and Principles of Good Food Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	scissors	94.5232450962	apple	89.8311972618										
0470180528	The Best Soups in the World Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	cup	83.7600767612	bowl	66.7140424252										
0470180803	Cooking Know-How: Be a Better Cook with Hundreds of Easy Techniques, Step-by-Step Photos, and Ideas for Over 500 Great Meals Hardcover	Cookbooks, Food & Wine	Quick & Easy	bowl	61.6481840611												
0470185503	100 Best Vegetarian Recipes (100 Best Recipes) Hardcover	Cookbooks, Food & Wine	Vegetarian & Vegan	sports ball	73.2687294483	apple	69.3357169628										
0470187670	Burger Bar: Build Your Own Ultimate Burgers Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	cake	55.3726613522	sandwich	51.5267550945										
0470189576	Chocolates and Confections at Home with The Culinary Institute of America Hardcover	Cookbooks, Food & Wine	Desserts	donut	96.4744329453												
0470191171	Betty Crocker 30-Minute Meals for Diabetes (Betty Crocker Cooking) Spiral-bound	Cookbooks, Food & Wine	Special Diet	bowl	92.2051131725	dining table	56.1956644058	carrot	55.8857917786								
0470194960	Sauces: Classical and Contemporary Sauce Making, 3rd Edition Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	55.9880018234												
0470197498	The Book of Yields: Accuracy in Food Costing and Purchasing 8th Edition	Business & Money	Industries	bowl	72.3863124847	dining table	61.1423313618										
0470222689	The Blue Book of Grammar and Punctuation: An Easy-to-Use Guide with Clear Rules, Real-World Examples, and Reproducible Quizzes 10th Edition	Education & Teaching	Schools & Teaching	brass	88.2190644741												
0470223995	How Things Work: The Physics of Everyday Life 4th Edition	Science & Math	Experiments, Instruments & Measurement	airplane	99.3899345398												
0470227192	Math Puzzles and Brainteasers, Grades 3-5: Over 300 Puzzles that Teach Math and Problem-Solving Skills 1st Edition	Education & Teaching	Schools & Teaching	pizza	92.0910537243												
047022939X	California Pizza Kitchen Family Cookbook Hardcover	Cookbooks, Food & Wine	Regional & International	pizza	91.314047575												
0470239786	Great Party Dips Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	pizza	61.4326238632	dining table	51.9218027592										
0470251387	Food and Beverage Cost Control 5th Edition	Business & Money	Industries	fork	56.8069636822												
0470260890	Jewish Slow Cooker Recipes Hardcover	Cookbooks, Food & Wine	Kitchen Appliances	wine glass	95.7464933395												
0470278684	Simply Sensational Cookies Hardcover	Cookbooks, Food & Wine	Baking	bakery	86.41	sandwich	78.8935959339										
0470283181	The Sommelier Prep Course: An Introduction to the Wines, Beers, and Spirits of the World 1st Edition	Cookbooks, Food & Wine	Beverages & Wine	scissors	63.6369764805												
0470317256	Marketing Research 10th Edition	Business & Money	Marketing & Sales	slot	77.2651851177												
0470325151	Inside the Mind of BTK: The True Story Behind the Thirty-Year Hunt for the Notorious Wichita Serial Killer 1st Edition	Biographies & Memoirs	True Crime	Band_Aid	53.6666989326												
0470384646	Applied Corporate Finance 3rd Edition	Science & Math	Mathematics	bottle	50.237518549												
0470387556	Easy Asian Noodles Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	69.6175634861												
0470391308	Encyclopedia of Jewish Food Hardcover	Cookbooks, Food & Wine	Cooking Education & Reference	apple	52.2226929665												
0470401419	Organic Chemistry, 10th Editiion 10th Edition	Science & Math	Chemistry	cake	56.1012387276	vase	50.8892834187										
0470401427	Designing Brand Identity: An Essential Guide for the Whole Branding Team 3rd Edition	Arts & Photography	Graphic Design	crossword_puzzle	99.9999523163												
0470409061	Foodservice Management Fundamentals 1st Edition	Business & Money	Industries	cup	77.1711528301												
0470421355	The Professional Chef Hardcover	Business & Money	Industries	apple	78.1681656837												
0470424419	Chocolates and Confections: Formula, Theory, and Technique for the Artisan Confectioner Hardcover	Cookbooks, Food & Wine	Beverages & Wine	cake	61.4749014378												
0470444312	Ken Schultz's Essentials of Fishing: The Only Guide You Need to Catch Freshwater and Saltwater Fish Hardcover	Reference	Encyclopedias & Subject Guides	bird	84.1350376606												
0470450428	Heaven and Hell: My Life in the Eagles (1974-2001) Paperback	Arts & Photography	Music	prayer_rug	58.7183892727	book	53.1355679035										
0470469110	Fundamentals of Physics 9th Edition	New, Used & Rental Textbooks	Science & Mathematics	street_sign	95.0349628925												
0470476265	Wine All-in-One For Dummies Paperback	Cookbooks, Food & Wine	Beverages & Wine	bottle	73.4732091427												
0470481307	The Portable MBA in Finance and Accounting 4th Edition	Business & Money	Management & Leadership	street_sign	58.2991063595												
0470494522	The Power of Framing: Creating the Language of Leadership 2nd Edition	Business & Money	Management & Leadership	crossword_puzzle	99.9922037125	maze	78.726130724										
0470499311	Inbound Marketing: Get Found Using Google, Social Media, and Blogs 1st Edition	Business & Money	Industries	Band_Aid	95.5900251865												
047050160X	Lilly: Palm Beach, Tropical Glamour, and the Birth of a Fashion Legend Hardcover	Arts & Photography	Graphic Design	candle	54.245018959												
0470503467	Matter and Interactions, Volume II: Electric and Magnetic Interactions 3rd Edition	Science & Math	Physics	oscilloscope	63.88	digital_clock	50.6482839584										
0470505133	101 Blender Drinks Hardcover	Cookbooks, Food & Wine	Beverages & Wine	vase	51.3349115849												
0470505230	Learning the Language of Addiction Counseling 3rd Edition	New, Used & Rental Textbooks	Social Sciences	bird	97.9816973209												
0470505591	The Visual Food Lover's Guide: Includes essential information on how to buy, prepare and store over 1,000 types of food 1st Edition	Cookbooks, Food & Wine	Cooking Education & Reference	apple	59.9031090736	broccoli	51.3422608376										
0470508965	Math for the Professional Kitchen 1st Edition	Cookbooks, Food & Wine	Cooking Methods	bowl	76.0035276413												
0470523026	Living Vegetarian For Dummies Paperback	Cookbooks, Food & Wine	Beverages & Wine	sandwich	93.910753727												
047054032X	The Ultimate Slow Cooker Book: More than 400 Recipes from Appetizers to Desserts (Better Homes and Gardens Ultimate) Paperback	Cookbooks, Food & Wine	Kitchen Appliances	bowl	94.5265114307	cup	87.9529833794	cake	77.3297965527	sandwich	66.2618756294	dining table	51.0832309723				
047054788X	Vegetarian Times Everything Vegan Hardcover	Cookbooks, Food & Wine	Vegetarian & Vegan	bowl	74.1788029671	dining table	57.3459386826										
0470551011	Intensely Chocolate Hardcover	Cookbooks, Food & Wine	Desserts	cup	77.4278700352												
0470570954	Biochemistry, 4th Edition 4th Edition	Science & Math	Biological Sciences	clock	84.7258329391												
0470587385	Massage For Dummies Paperback	Health, Fitness & Dieting	Alternative Medicine	bottle	62.1203005314	donut	57.2760462761	cup	55.5123865604								
0470598824	Marketing 3.0: From Products to Customers to the Human Spirit Hardcover	Business & Money	Marketing & Sales	airplane	50.7285296917												
0470603097	Comfort Food Fix: Feel-Good Favorites Made Healthy Hardcover	Cookbooks, Food & Wine	Regional & International	cake	56.6772341728												
0470634146	The Ultimate Appetizers Book: More than 450 No-Fuss Nibbles and Drinks, Plus Simple Party PlanningTips (Better Homes and Gardens Ultimate) Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	donut	61.8740677834	bowl	59.8492324352										
0470638044	Electron Flow in Organic Chemistry: A Decision-Based Guide to Organic Mechanisms 2nd Edition	Science & Math	Chemistry	umbrella	97.2881317139												
0470643471	Book Yourself Solid: The Fastest, Easiest, and Most Reliable System for Getting More Clients Than You Can Handle Even if You Hate Marketing and Selling Paperback	Business & Money	Management & Leadership	tie	89.4141077995												
0470665432	Neuro-linguistic Programming For Dummies Paperback	Health, Fitness & Dieting	Psychology & Counseling	cup	98.4098613262												
0470747102	Contemporary Strategy Analysis: Text Only 7th Edition	Business & Money	Management & Leadership	clock	99.748057127												
0470824816	A Short History of South-East Asia 5th Edition	New, Used & Rental Textbooks	Humanities	bird	60.1547598839												
0470837101	Fallen Angel: The Unlikely Rise of Walter Stadnick and the Canadian Hells Angels Paperback	History	Americas	car	55.6518793106												
0470843764	e-Business: Organizational and Technical Foundations 1st Edition	Business & Money	Marketing & Sales	oscilloscope	51.15												
0470873426	Miss Vickie's Real Food Real Fast Pressure Cooker Cookbook Paperback	Cookbooks, Food & Wine	Kitchen Appliances	pizza	99.0262746811												
0470878401	Betty Crocker The Big Book of Slow Cooker, Casseroles & More (Betty Crocker Big Book) Paperback	Cookbooks, Food & Wine	Baking	bowl	78.5869479179	bakery	59.8742306232										
0470881259	From Values to Action: The Four Principles of Values-Based Leadership Hardcover	Politics & Social Sciences	Politics & Government	street_sign	99.759632349												
0470888725	Ireland For Dummies Paperback	Travel	Europe	bicycle	97.7043688297	potted plant	51.6983568668										
0470889357	Avec Eric Hardcover	Cookbooks, Food & Wine	Cooking Methods	cup	87.6874983311	bottle	60.0975573063	bowl	52.2638440132								
047089198X	The Elements of Dessert Hardcover	Cookbooks, Food & Wine	Baking	candle	95.2083289623												
0470902574	1,000 Low-Calorie Recipes (1,000 Recipes) Hardcover	Cookbooks, Food & Wine	Special Diet	kite	71.1980462074												
0470904089	Events Exposed: Managing and Designing Special Events 1st Edition	Business & Money	Industries	donut	55.1396787167	bottle	50.8385837078										
0470906723	The Betty Crocker The Big Book of Cupcakes (Betty Crocker Big Book) Paperback	Cookbooks, Food & Wine	Baking	bakery	99.64	cake	88.3430838585										
0470907754	Falling Upward: A Spirituality for the Two Halves of Life Hardcover	Christian Books & Bibles	Christian Living	chair	90.5314922333												
0470927135	C++ for Everyone 2nd Edition	Computers & Technology	Programming	truck	90.7331705093	car	90.7613694668										
0470930683	Fishing for Dummies Paperback	Sports & Outdoors	Hunting & Fishing	bird	81.9881439209												
0470938994	Jack the Ripper and the Case for Scotland Yard's Prime Suspect 1st Edition	Biographies & Memoirs	True Crime	cinema	94.5540130138												
0470942312	Brewing Up a Business: Adventures in Beer from the Founder of Dogfish Head Craft Brewery Paperback	History	Americas	wine glass	67.9550588131												
0471021520	The Other Side of the Closet: The Coming-Out Crisis for Straight Spouses and Families Paperback	Politics & Social Sciences	Social Sciences	stop sign	87.8580570221												
0471023264	Jesse Livermore: World's Greatest Stock Trader Paperback	Biographies & Memoirs	Professionals & Academics	tie	90.8123195171												
0471043729	Electrochemical Methods: Fundamentals and Applications 2nd Edition	Medical Books	Medicine	oscilloscope	86.7415487766												
047105965X	Soil Physics 6th Edition	Engineering & Transportation	Engineering	frisbee	94.2195534706												
0471076384	The Ben Franklin Book of Easy and Incredible Experiments: A Franklin Institute Science Museum Book Paperback	Children's Books	Science, Nature & How It Works	wine glass	70.9343612194	scissors	69.9879944324										
0471098817	Introduction to Ordinary Differential Equations, 4th Edition 4th Edition	Science & Math	Mathematics	crossword_puzzle	97.9942321777												
0471146323	The Art of Short Selling Hardcover	Business & Money	Investing	stop sign	98.5345184803												
0471189626	Truth, Lies, and Advertising: The Art of Account Planning 1st Edition	Business & Money	Marketing & Sales	dog	87.2341275215												
047119350X	Biochemistry (BIOCHEMISTRY (VOET)) 3rd Edition	Medical Books	Medicine	tray	63.8981223106												
0471211524	Black Stars of the Harlem Renaissance Paperback	Children's Books	History	tie	92.0287489891												
0471214620	Cakes to Dream On: A Master Class in Decorating Hardcover	Cookbooks, Food & Wine	Baking	tray	58.0780982971												
0471254916	Behind the Scenes at Special Events: Flowers, Props, and Design 1st Edition	Business & Money	Industries	bakery	58.98	dining table	52.7386069298										
0471262889	The Slow Mediterranean Kitchen: Recipes for the Passionate Cook Hardcover	Cookbooks, Food & Wine	Regional & International	tray	66.6268408298												
0471263893	Behind the Burqa: Our Life in Afghanistan and How We Escaped to Freedom Hardcover	Biographies & Memoirs	Historical	brass	52.3798525333												
0471265748	What Went Wrong at Enron: Everyone's Guide to the Largest Bankruptcy in U.S. History Paperback	Business & Money	Biography & History	scoreboard	82.889097929												
0471267058	More Unsolved Mysteries of American History Hardcover	History	Americas	tie	77.8096497059												
0471272515	The Flavors of Southern Italy Hardcover	Cookbooks, Food & Wine	Regional & International	potted plant	50.0605225563												
0471283681	Unsolved Mysteries of American History: An Eye-Opening Journey through 500 Years of Discoveries, Disappearances, and Baffling Events	New, Used & Rental Textbooks	Humanities	boat	66.1572396755												
0471290068	Spend the Day in Ancient Egypt: Projects and Activities That Bring the Past to Life Paperback	Children's Books	Growing Up & Facts of Life	umbrella	89.0822172165												
0471292753	Sauces: Classical and Contemporary Sauce Making, 2nd Edition Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	donut	58.0638289452	cake	51.3648211956										
0471321486	Introduction to Real Analysis, 3rd Edition 3rd Edition	Science & Math	Mathematics	street_sign	55.61												
0471393622	Spectrometric Identification of Organic Compounds 7th Edition	Medical Books	Medicine	scoreboard	94.0886497498												
0471412368	The Geography Book: Activities for Exploring, Mapping, and Enjoying Your World Paperback	Education & Teaching	Schools & Teaching	clock	90.4450058937												
0471414638	The Maverick and His Machine: Thomas Watson, Sr. and the Making of IBM Hardcover	Biographies & Memoirs	Professionals & Academics	tie	80.5586755276												
0471430455	The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers	Business & Money	Investing	street_sign	71.36												
0471433314	Introduction to Real Analysis 4th Edition	Science & Math	Mathematics	oscilloscope	97.79												
0471442763	Glorious French Food: A Fresh Approach to the Classics Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	50.1591682434												
0471443824	Baking and Pastry: Mastering the Art and Craft Hardcover	Cookbooks, Food & Wine	Baking	cake	82.7684104443												
0471455938	Software Testing and Analysis: Process, Principles and Techniques 1st Edition	Computers & Technology	Programming	motorcycle	67.6367759705												
