asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
0694012467	Papa Papa (Harper Growing Tree) Board book	Children's Books	Growing Up & Facts of Life	bird	71.9259083271												
0694013277	What to Expect When the New Baby Comes Home (What to Expect Kids) Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	79.3378651142	pencil_box	52.91	cake	51.8512248993								
0694013285	What to Expect When You Go to the Dentist (What to Expect Kids) Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	53.7182688713												
0694013560	Easter Crack-Ups: Knock-Knock Jokes Funny-Side Up (Lift-The-Flap Knock-Knock Book) Paperback	Children's Books	Humor	teapot	95.4882144928												
069401429X	It's Pumpkin Day, Mouse! (If You Give...) Board book	Children's Books	Growing Up & Facts of Life	jack-o'-lantern	94.5563137531												
0694015172	What Is Love, Biscuit? Board book	Children's Books	Growing Up & Facts of Life	teddy bear	58.1013858318												
0694015180	Biscuit and the Bunny Board book	Children's Books	Literature & Fiction	cat	77.6663005352	teddy bear	62.8071665764										
0694015199	Biscuit Is Thankful Board book	Children's Books	Animals	teddy bear	61.1443340778												
0694015237	Biscuit Goes to the Park Board book	Children's Books	Animals	dog	81.3175201416	teddy bear	70.3881382942										
0694017132	Little Bear's Loose Tooth (Maurice Sendak's Little Bear) (Festival Reader) Paperback	Children's Books	Animals	cat	73.1788933277	bird	52.1408319473										
0696018721	Better Homes and Gardens Old-Fashioned Home Baking (Better Homes & Gardens Test Kitchen) Hardcover	Cookbooks, Food & Wine	Baking	bakery	97.135001421	cake	74.2272734642										
069620682X	Best Bread Machine Recipes: For 1 1/2- and 2-pound loaves (Better Homes and Gardens Test Kitchen) Spiral-bound	Cookbooks, Food & Wine	Baking	French_loaf	87.1875107288												
0696210029	Better Homes and Gardens New Cookbook (1930-2000 Limited Edition) Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	doormat	61.8146419525												
0696213168	Bread Machine Cookbook (Better Homes & Gardens) Spiral-bound	Cookbooks, Food & Wine	Baking	pretzel	82.9972624779	pizza	60.988509655										
0696213443	Cooking for Two (Better Homes & Gardens) Spiral-bound	Cookbooks, Food & Wine	Cooking Methods	cake	84.595900774	cauliflower	82.6084554195	ice_cream	69.4586575031								
0696215462	Biggest Book of Slow Cooker Recipes (Better Homes & Gardens) Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	bottle	55.1389753819												
0696218356	Biggest Book of Slow Cooker Recipes (Better Homes and Gardens Cooking) Plastic Comb	Cookbooks, Food & Wine	Main Courses & Side Dishes	Crock_Pot	94.8992729187	bowl	53.6425769329										
0696218534	Biggest Book of Bread Machine Recipes (Better Homes and Gardens Cooking) Plastic Comb	Cookbooks, Food & Wine	Baking	clock	77.237868309	tray	64.903241396										
069622089X	5-Ingredient Slow Cooker Recipes (Better Homes and Gardens Cooking) Plastic Comb	Cookbooks, Food & Wine	Kitchen Appliances	stop sign	76.6834020615												
0696222124	Better Homes & Gardens New Cook Book Ring-bound	Crafts, Hobbies & Home	Crafts & Hobbies	street_sign	88.048261404												
0696222507	Better Homes and Gardens New Cook Book, 75th Anniversary Edition Ring-bound	Crafts, Hobbies & Home	Crafts & Hobbies	pillow	50.36												
0696231859	The Sonoma Diet Cookbook Hardcover	Cookbooks, Food & Wine	Special Diet	broccoli	54.1627883911												
0696232642	Semi-Homemade Slow Cooker Recipes (Sandra Lee Semi-homemade) Paperback	Cookbooks, Food & Wine	Kitchen Appliances	potted plant	69.513887167	cake	58.2186460495										
0696235110	Better Homes and Gardens New Cook Book: Celebrating the Promise, 14th Limited Edition Pink Plaid Ring-bound	Crafts, Hobbies & Home	Crafts & Hobbies	face_powder	77.9404699802												
0696244071	Better Homes and Gardens Eat Healthy Lose Weight 270 Great-tasting &amp; Healthy Recipes (Volume 1)			stop sign	74.8998820782												
0697036146	Techniques of Twentieth Century Composition: A Guide to the Materials of Modern Music (Music Series) 3rd Edition	Arts & Photography	Music	cassette	67.928725481												
0697043932	Harmonization at the Piano 6th Edition	Arts & Photography	Music	organ	98.588770628												
0698113667	The New Baby (Mr. Rogers) Paperback	Children's Books	Growing Up & Facts of Life	tie	54.4475853443												
0698113683	The Quilt Story Paperback	Children's Books	Literature & Fiction	teddy bear	68.6133921146												
0698113748	The Wolf's Chicken Stew Paperback	Children's Books	Animals	cauliflower	93.4763908386	cat	70.1108276844										
0698113888	Yeh-Shen: A Cinderella Story from China Paperback	Children's Books	Geography & Cultures	Christmas_stocking	70.4172849655												
0698114094	Making Friends (Mr. Rogers) Paperback	Children's Books	Growing Up & Facts of Life	tie	51.2257277966												
0698114353	Cookie's Week Paperback	Children's Books	Early Learning	cat	60.4478955269												
0698115740	Going to the Hospital (Mr. Rogers) Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	69.6917831898	tie	55.0922930241										
0698115775	Jim and the Beanstalk Paperback	Children's Books	Growing Up & Facts of Life	rule	84.339427948												
0698115929	The Tomten and the Fox Paperback	Children's Books	Animals	dog	90.7003104687												
0698116380	Around the World in a Hundred Years: From Henry the Navigator to Magellan Paperback	Children's Books	History	pretzel	98.9923536777	banana	51.2625992298										
0698116453	1, 2, 3 to the Zoo Paperback	Children's Books	Early Learning	mask	82.4567437172												
0698116666	When a Pet Dies Paperback	Children's Books	Growing Up & Facts of Life	cat	80.1078617573	tie	62.7260506153										
0698117530	Anno's Mysterious Multiplying Jar Paperback	Children's Books	Growing Up & Facts of Life	teapot	99.2420852184	vase	94.2854225636										
069811776X	Bird Watch Paperback	Children's Books	Animals	bird	54.4409096241												
0698117786	Chickens Aren't the Only Ones (World of Nature Series) Paperback	Children's Books	Animals	vase	82.9714357853												
0698117875	Five Minutes' Peace Paperback	Children's Books	Growing Up & Facts of Life	bathtub	91.1564767361												
0698118111	Cut from the Same Cloth: American Women of Myth, Legend, and Tall Tale Paperback	Children's Books	Fairy Tales, Folk Tales & Myths	dog	76.5316069126												
0698118545	A Hero Ain't Nothin' but a Sandwich Mass Market Paperback	Teen & Young Adult	Literature & Fiction	bookshop	82.5702905655	scoreboard	51.7258048058										
0698118642	26 Fairmount Avenue (Newbery Honor Book, 2000) Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	75.171816349												
0698119312	Over the Wall Paperback	Children's Books	Growing Up & Facts of Life	ski_mask	96.766346693												
069811986X	Town Mouse, Country Mouse Paperback	Children's Books	Geography & Cultures	horse	66.5031969547												
0700606289	The Roots of Blitzkrieg: Hans von Seeckt and German Military Reform Paperback	History	Military	car	60.2061808109	fountain	59.91										
0700606505	The Confederacy's Last Hurrah: Spring Hill, Franklin, and Nashville (Modern War Studies) Paperback	History	Americas	dog	87.9260897636												
0700614435	No Child Left Behind and the Transformation of Federal Education Policy, 1965-2005 (Studies in Government and Public Policy) Paperback	Politics & Social Sciences	Politics & Government	tie	61.293643713												
0700615032	Dred Scott and the Politics of Slavery (Landmark Law Cases and American Society)	Law	Constitutional Law	wool	71.38												
0700615393	Mamie Doud Eisenhower: The General's First Lady (Modern First Ladies) Hardcover	Biographies & Memoirs	Leaders & Notable People	sweatshirt	67.0879721642												
0700616497	First Lady Florence Harding: Behind the Tragedy and Controversy (Modern First Ladies) Hardcover	Biographies & Memoirs	Leaders & Notable People	cornet	91.8115973473												
0700617418	Bess Wallace Truman: Harry's White House ``Boss`` (Modern First Ladies) Hardcover	Biographies & Memoirs	Leaders & Notable People	wig	58.0960810184												
0700617620	Presidential Leadership in Political Time: Reprise and Reappraisal Second Edition, Revised and Expanded 2 Exp Rev Edition	New, Used & Rental Textbooks	Social Sciences	hourglass	100												
0700619089	Mussolini's Death March: Eyewitness Accounts of Italian Soldiers on the Eastern Front (Modern War Studies) Hardcover	Biographies & Memoirs	Historical	screw	66.2327229977												
0702035645	Aromatherapy for Health Professionals (Price, Aromatherapy for Health Professionals) 4th Edition	Health, Fitness & Dieting	Alternative Medicine	bottle	86.635017395	saltshaker	85.8196139336										
0704332949	My Secret Garden: Women's Sexual Fantasies Paperback	Self-Help	Sex	stage	93.4510290623												
0704371693	Englishman's Suit Paperback	Health, Fitness & Dieting	Beauty, Grooming, & Style	tie	98.3458280563	suit	50.3606200218										
0709058764	The Art of Violin Making Hardcover	Arts & Photography	Music	stop sign	98.9278495312	cello	67.6408588886	violin	55.72								
0710612230	Jane's Fighting Ships Recognition Handbook	New, Used & Rental Textbooks	Humanities	boat	83.7555229664												
0711226776	Traditional Spanish Cooking Paperback	Cookbooks, Food & Wine	Regional & International	wine glass	89.1625881195	bowl	87.7228856087	vase	62.8666639328								
0711232121	How to Look at a Painting Paperback	Arts & Photography	History & Criticism	wig	80.5701136589												
0712623396	Afghanistan, Where God Only Comes to Weep Paperback	Biographies & Memoirs	Leaders & Notable People	mask	99.3672847748	ski_mask	95.32										
0713488468	Bobby Fischer Rediscovered (Batsford Chess Book) Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	97.37	tie	71.1063027382										
0713995610	The Bombing War: Europe 1939-1945 Hardcover	History	Military	barbershop	54.2093515396												
0714531324	Gothic Fantasy: The Films of Tim Burton Paperback	Humor & Entertainment	Movies	bottle	65.0643646717												
0714834793	Berthe Morisot Paperback	Arts & Photography	History & Criticism	potter's_wheel	83.2917690277	harp	54.5716166496										
071483839X	Portraits Hardcover	Arts & Photography	Photography & Video	cloak	81.0317277908	stole	78.8772284985										
0714845310	The Silver Spoon Hardcover	Cookbooks, Food & Wine	Regional & International	ladle	96.1714088917												
0714849294	Vefa's Kitchen Hardcover	Cookbooks, Food & Wine	Regional & International	maze	99.9996304512												
0714855987	Moon Man Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	53.4039795399												
0714857033	The Onion's Great Escape (Disappearing Books) Paperback	Children's Books	Activities, Crafts & Games	vase	90.5194759369	acoustic_guitar	59.3740224838										
0714860832	Adelaide: The Flying Kangaroo Hardcover	Children's Books	Animals	tie	51.8505930901												
0714862568	The Silver Spoon New Edition Hardcover	Cookbooks, Food & Wine	Regional & International	bubble	99.7977793217	wooden_spoon	87.73										
0714863521	Sicily Hardcover	Cookbooks, Food & Wine	Regional & International	orange	68.5781061649	pizza	52.3370862007										
0714863874	Fish: Recipes from the Sea Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	kite	98.1135308743												
0714865575	The Fashion Book: New and Expanded Edition Hardcover	Arts & Photography	Graphic Design	toilet_tissue	60.2196156979												
0714865818	Eating with the Chefs Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	chair	64.9781346321	restaurant	64.4472718239	iron	56.9947183132								
0714865907	Coi: Stories and Recipes Hardcover	Cookbooks, Food & Wine	Regional & International	handkerchief	98.710000515												
071531789X	Painting Flowers with Impact in Watercolor Paperback	Arts & Photography	History & Criticism	Dungeness_crab	55.6												
0715318454	Celebrate with a Cake! Paperback	Cookbooks, Food & Wine	Baking	candle	72.6854085922	cake	71.0736989975	vase	60.2689623833								
0715324543	Animal Painting Workbook Paperback	Arts & Photography	History & Criticism	dog	97.9923307896												
0715324977	Cakes to Inspire and Desire Paperback	Cookbooks, Food & Wine	Baking	cake	89.456641674	mixing_bowl	52.0512521267										
0715326872	Sweet And Simple Party Cakes Paperback	Cookbooks, Food & Wine	Baking	cup	69.5294082165	cake	57.5868606567										
0715328522	Panda: An Intimate Portrait Of One Of The World's Most Elusive Characters Hardcover	Arts & Photography	Photography & Video	giant_panda	99.68												
071533154X	Cakes for Romantic Occasions Paperback	Cookbooks, Food & Wine	Baking	soap_dispenser	70.634740591	iron	61.9855225086	cake	51.0581552982								
0715337580	Cake Decorating at Home Paperback	Cookbooks, Food & Wine	Baking	chair	88.8022780418	cake	85.0698888302	cup	80.5423974991	bakery	74.2131531239						
0715338374	The Contemporary Cake Decorating Bible: Over 150 Techniques and 80 Stunning Projects Paperback	Cookbooks, Food & Wine	Baking	bakery	86	cake	73.2605874538	cowboy_hat	61.943924427								
0715338382	Chic & Unique Celebration Cakes: 30 fresh new designs to brighten every special occasion Paperback	Cookbooks, Food & Wine	Baking	mixing_bowl	74.9623060226	cup	68.2082653046	dining table	55.8450102806								
0716022087	How to Solve Cryptic Crosswords Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	100												
0716701073	Explorations in Economics First Edition Edition	New, Used & Rental Textbooks	Business & Finance	airplane	68.6992168427												
0716723271	Spacetime Physics 2nd Edition	Science & Math	Physics	cassette	51.4238655567												
0716738635	Eckert Animal Physiology Fifth Edition	Science & Math	Biological Sciences	cat	68.5978531837												
0716743396	Lehninger Principles of Biochemistry, Fourth Edition 4th Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	ant	83.09648633												
0716749831	Ornithology Third Edition	Science & Math	Biological Sciences	bird	98.6310839653												
0716749920	Vector Calculus Fifth Edition	Science & Math	Mathematics	fur_coat	83.7259352207	chair	66.7276859283										
071675519X	Research Methods in the Social Sciences w/Data Bank CD 7th Edition	New, Used & Rental Textbooks	Social Sciences	umbrella	99.9984383583												
0716764288	Psychology 8th Edition	New, Used & Rental Textbooks	Social Sciences	altar	94.4674134254	vase	55.0528228283										
0716768879	Introduction to Genetic Analysis, 9th Edition 9th Edition	Science & Math	Biological Sciences	bow_tie	95.1075315475	hair_slide	94.1182494164	umbrella	58.3792388439								
071676959X	Atlas and Dissection Guide for Comparative Anatomy Sixth Edition	New, Used & Rental Textbooks	Science & Mathematics	cat	97.9121983051	bird	69.1266477108										
0716770415	Quantitative Chemical Analysis 7th Edition	Science & Math	Chemistry	tennis_ball	58.5239470005												
0716773554	Chemical Principles 4th Edition	Science & Math	Chemistry	sports ball	79.4706940651	croquet_ball	75.6972551346										
0717138984	Rachel's Favourite Food	Cookbooks, Food & Wine	Regional & International	perfume	87.2353851795	bottle	73.960852623	cup	68.8114225864								
0717140083	A-Z of Irish Names for Children and Their Meanings	History	Historical Study & Educational Resources	diaper	81.9110572338	lotion	69.6530401707										
0717802418	The Communist Manifesto Paperback	Politics & Social Sciences	Politics & Government	stop sign	82.233953476	Band_Aid	74.0475952625										
0717803023	German Ideology, Part 1 and Selections from Parts 2 and 3 (New World paperbacks, NW-143) 1st Edition Edition	New, Used & Rental Textbooks	Social Sciences	tv	65.3820633888												
0718177371	Please Will Someone Help Me? Paperback	Parenting & Relationships	Family Relationships	shower_cap	68.5013771057												
0718177479	My Little French Kitchen: Over 100 Recipes from the Mountains, Market Squares and Shores of France			sandwich	82.1340084076												
0719079276	Beginning Theory: An Introduction to Literary and Cultural Theory 3rd Edition	New, Used & Rental Textbooks	Humanities	apple	65.1077508926	tennis_ball	58.4259212017	cat	56.574434042								
0722157657	Bachelor Boys: The Young Ones Book Paperback	Humor & Entertainment	Humor	stole	95.4845845699												
0722528531	Training With NLP Paperback	Business & Money	Management & Leadership	scoreboard	96.73	cash_machine	87.986433506										
0722540477	The Power of Spiritual Intelligence Paperback	Self-Help	Personal Transformation	stop sign	99.8546123505												
0722540507	The Power of Creative Intelligence Paperback	Science & Math	Behavioral Sciences	stop sign	99.4329929352												
0723239711	Tales from Beatrix Potter (Peter Rabbit) Hardcover	Children's Books	Animals	cat	83.321160078												
0723255784	Peter Rabbit Touch and Feel Board book	Children's Books	Early Learning	bird	58.1836998463												
072325785X	Mini World of Peter Rabbit Box Set (12 Books)			balloon	89.2731249332	book	52.1852135658										
072325804X	Beatrix Potter the Complete Tales (Peter Rabbit) Hardcover	Children's Books	Animals	handkerchief	51.64												
072325916X	The Complete Adventures of Peter Rabbit R/I Hardcover	Children's Books	Animals	bird	94.9786543846	bowl	52.2485256195										
072326371X	Touch and Count with Peter Rabbit Board book	Children's Books	Early Learning	teddy bear	61.7823541164												
0723268908	Easter Surprise (Peter Rabbit) Board book	Children's Books	Animals	bird	95.073479414	tray	89.1409218311										
0727883313	Hard Going (A Bill Slider Mystery) Hardcover	Mystery, Thriller & Suspense	Mystery	jersey	91.1683022976												
0732288169	No Time to Cook Paperback	Cookbooks, Food & Wine	Cooking Methods	orange	85.4797184467	French_horn	69.3724215031	clock	66.9096708298	plate	66.6951358318	bowl	52.912569046				
073229049X	Seasons Paperback	Cookbooks, Food & Wine	Cooking Methods	bottle	63.2344901562												
0732294215	A Cook's Guide Paperback	Cookbooks, Food & Wine	Cooking Methods	bowl	81.0319185257	cup	71.9751954079	fork	57.9299211502	cake	55.6127786636						
0732294738	Simple Dinners: 140+ New Recipes, Clever Ideas and Speedy Solutions For Every Day Paperback	Cookbooks, Food & Wine	Cooking Methods	plate	96.2364375591	bowl	88.9115393162	dining table	61.8820607662								
0732295637	Fresh and Light Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	plate	58.4641337395												
0735562474	The Paralegal Job Hunter's Handbook: From Internships to Employment (Aspen College)	Business & Money	Job Hunting & Careers	book	51.9905507565												
0735576661	Legal Reasoning and Legal Writing: Structure, Strategy and Style 6th Edition	Law	Legal Education	sports ball	68.4851229191												
0735584184	Criminal Law: The Basics, Second Edition 2nd Edition	New, Used & Rental Textbooks	Law	chair	78.1787335873												
0735587671	Legal Research Explained, Second Edition 2nd Edition	Law	Law Practice	chair	72.5266039371	laptop	54.3283104897	dining table	54.5970916748								
0735817847	Un gato y un perro / A Dog and A Cat (English and Spanish Edition) Paperback	Children's Books	Growing Up & Facts of Life	muzzle	51.1153399944												
073581905X	The Little School Bus Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	70.382130146												
0735820120	Estrella de Navidad (Spanish Edition) (Spanish) Board book	Children's Books	Literature & Fiction	barn	74.17												
0735820198	Hugs and Kisses (Touch and Feel) Board book	Children's Books	Growing Up & Facts of Life	golden_retriever	97.6100444794	teddy	61.49	teddy bear	59.1331601143								
0735840946	I Have a Little Problem, Said the Bear Paperback	Children's Books	Animals	banana	91.0198450089	umbrella	60.1685702801										
0736039864	Sport Psychology for Coaches 1st Edition	Sports & Outdoors	Miscellaneous	sports ball	99.2642462254	basketball	88.869959116	ballplayer	53.7728071213								
0736051201	Bowling Fundamentals (Sports Fundamentals Series) Paperback	Sports & Outdoors	Individual Sports	ocarina	67.0893192291												
0736051511	Tennis Fundamentals (Sports Fundamentals) Paperback	Sports & Outdoors	Racket Sports	tennis_ball	100	sports ball	57.9959928989										
0736055673	Preventing Dance Injuries-2nd Edition 2nd Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	hammerhead	69.36												
0736058737	Training for Speed, Agility, and Quickness: Special Book/DVD Package Paperback	Health, Fitness & Dieting	Exercise & Fitness	maillot	55.3455233574												
0736062785	Yoga Anatomy Paperback	Health, Fitness & Dieting	Exercise & Fitness	frisbee	55.6872665882												
0736067884	Dance Imagery for Technique and Performance - 2nd Edition 2nd Edition	Arts & Photography	Performing Arts	kite	65.5375242233												
0736067892	Dynamic Alignment Through Imagery - 2nd Edition Paperback	Arts & Photography	Performing Arts	swimming_trunks	60.2935314178												
0736075879	Cycling Anatomy (Sports Anatomy) Paperback	Sports & Outdoors	Individual Sports	mountain_bike	99.7625768185	bicycle	93.8731074333										
0736095497	Developing the Core (Sport Performance Series) Paperback	Health, Fitness & Dieting	Exercise & Fitness	swimming_trunks	96.4450359344												
073642668X	Toy Story 3 (Disney/Pixar Toy Story 3) (Little Golden Book) Hardcover	Children's Books	Humor	tray	58.3701848984												
0736427104	Disney Fairies Story Collection (Disney Fairies) (Step into Reading) Paperback	Children's Books	Literature & Fiction	bowl	70.2733516693												
0736427937	VERY MATER CHRISTMAS Board book	Children's Books	Holidays & Celebrations	toyshop	69.2907452583												
0736427945	Never Girls #1: In a Blink (Disney: The Never Girls) Paperback	Children's Books	Growing Up & Facts of Life	bird	64.4932627678												
0736428313	Tractor Trouble (Disney/Pixar Cars) (Little Golden Book) Hardcover	Children's Books	Cars, Trains & Things That Go	car	60.1917505264	racer	50.5383312702										
0736428844	Christmas Toys (Disney/Pixar Toy Story) (Step into Reading) Paperback	Children's Books	Literature & Fiction	toyshop	59.9594891071												
0736429913	Christmas in the Castle Paperback	Children's Books	Holidays & Celebrations	tray	74.4414031506												
0736430164	Wings Around the Globe (Disney Planes) (Pictureback(R)) Paperback	Children's Books	Cars, Trains & Things That Go	airplane	85.4456067085	kite	63.4827017784										
0736430504	Plane Pals (Disney Planes) (Step into Reading) Paperback	Children's Books	Literature & Fiction	kite	70.4525470734	airplane	70.2046513557										
0736430881	A Day in the Sun (Disney Frozen) (Pictureback(R)) Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	66.6439116001												
073643139X	The Easter Buggy (Disney/Pixar Cars) (Pictureback(R)) Paperback	Children's Books	Holidays & Celebrations	car	62.8581523895												
0736431411	The Never Girls Collection #1 (Disney: The Never Girls) Paperback	Children's Books	Growing Up & Facts of Life	rubber_eraser	59.7436070442												
0736432558	Dusty to the Rescue (Disney Planes: Fire & Rescue) (Pictureback(R)) Paperback	Children's Books	Cars, Trains & Things That Go	airplane	67.8772330284	shower_cap	62.330019474										
0736751432	Zaner Bloser Handwriting: Grade 1 Paperback	Children's Books	Education & Reference	stop sign	99.8877465725	ambulance	54.6212434769										
0736834028	Life in a Pond (Living in a Biome) Paperback	Children's Books	Science, Nature & How It Works	terrapin	99.5352864265	bird	93.2124912739	lakeside	69.12								
0736846700	A Day in the Life of a Police Officer (Community Helpers at Work) Paperback	Children's Books	Education & Reference	car	83.8384330273	truck	62.8136396408	military_uniform	58.6362719536								
0736846751	A Day in the Life of a Doctor (Community Helpers at Work) Paperback	Children's Books	Education & Reference	stethoscope	98.2858300209	lab_coat	96.9620287418										
073684676X	A Day in the Life of a Veterinarian (Community Helpers at Work) Paperback	Children's Books	Education & Reference	lab_coat	99.71	dog	53.5648286343										
0736850783	Living in a City (Communities) Paperback	Children's Books	Geography & Cultures	car	82.4718534946												
0736869050	Garbage Trucks (Mighty Machines) Paperback	Children's Books	Science, Nature & How It Works	garbage_truck	99.9993920326	truck	98.0719208717										
0736869115	Megalodon (Dinosaurs and Prehistoric Animals) Paperback	Children's Books	Literature & Fiction	great_white_shark	99.3180930614												
0736882014	Honey Bees and Hives Paperback	Children's Books	Animals	honeycomb	99.38												
0736896163	Hibernation (Patterns in Nature series) Paperback	Children's Books	Growing Up & Facts of Life	cat	77.6896715164												
0736896422	Henry Ford and the Model T (Inventions and Discovery) Paperback	Children's Books	Science, Nature & How It Works	half_track	61.6612374783												
0736901280	A Little Book of Manners for Boys: A Game Plan for Getting Along with Others Hardcover	Children's Books	Growing Up & Facts of Life	bassoon	53.7987351418												
0736908242	God's Wisdom for Little Boys: Character-Building Fun from Proverbs Hardcover	Children's Books	Religions	cake	55.8789432049												
0736916253	Good Ol' Cowboy Stories Hardcover	History	Americas	horse	75.1642882824												
0736927115	Cat Confessions: A “Kitty Come Clean” Tell-All Book Hardcover	Humor & Entertainment	Humor	tiger_cat	93.8636422157	cat	77.5712609291										
0736927735	Remy the Rhino Learns Patience (Little Lessons from Our Animal Pals) Hardcover	Children's Books	Literature & Fiction	bird	99.9375283718	Arabian_camel	99.9714910984										
0736928723	The Awesome Book of Bible Answers for Kids Paperback	Children's Books	Religions	jersey	85.0864946842												
0736937757	Angels and Heroes: True Stories from the Front Line Paperback	Christian Books & Bibles	Christian Living	truck	61.7933869362												
0737020172	Clay Pot Cooking Hardcover	Cookbooks, Food & Wine		corn	99.5532870293	carrot	51.1199057102	pizza	50.5559921265								
0738041351	Making the Connections 2: A How-To Guide for Organic Chemistry Lab Techniques, Second Edition			corn	66.32	cake	65.7695651054	cup	61.0550522804								
0738201421	Emergence: From Chaos To Order (Helix Books) Paperback	Science & Math	Mathematics	scoreboard	87.4016284943												
0738202509	Match Wits With Mensa: The Complete Quiz Book Paperback	Humor & Entertainment	Puzzles & Games	iron	66.2929356098	carrot	61.1716628075	umbrella	51.4935076237								
0738203971	Winnicott: Life and Work Hardcover	Biographies & Memoirs	Professionals & Academics	mask	77.91												
0738204463	Word on the Street: Debunking the Myth of ``Pure`` Standard English	Reference	Words, Language & Grammar	tobacco_shop	51.2961268425												
0738204536	Nonlinear Dynamics And Chaos: With Applications To Physics, Biology, Chemistry, And Engineering (Studies in Nonlinearity) 1st Edition	Science & Math	Mathematics	carton	58.0289244652												
0738204986	The Book of the Cosmos Paperback	Science & Math	Astronomy & Space Science	magnetic_compass	78.2006144524												
0738206784	Touchpoints 3 to 6 Paperback	Health, Fitness & Dieting	Psychology & Counseling	stop sign	61.9131088257												
0738210498	Touchpoints-Birth to Three Revised Edition	New, Used & Rental Textbooks	Social Sciences	tie	51.576256752												
0738212415	You Can Draw in 30 Days: The Fun, Easy Way to Learn to Draw in One Month or Less Paperback	Crafts, Hobbies & Home	Crafts & Hobbies	stop sign	84.6897661686												
0738213063	Ani's Raw Food Desserts: 85 Easy, Delectable Sweets and Treats Paperback	Comics & Graphic Novels	Graphic Novels	bowl	73.4325647354	apron	67.7361965179	cake	63.5109066963								
0738213306	Potty Training Boys the Easy Way: Helping Your Son Learn Quickly--Even If He's a Late Starter Paperback	Health, Fitness & Dieting	Women's Health	sunscreen	90.3646051884												
073821390X	The Low GI Guide to Living Well with PCOS (New Glucose Revolution) Paperback	Medical Books	Medicine	bowl	63.9224767685												
0738214574	Ani's Raw Food Asia: Easy East-West Fusion Recipes the Raw Food Way Paperback	Cookbooks, Food & Wine	Cooking Methods	motorcycle	89.9327993393	kite	63.5170519352										
0738214876	Salad Samurai: 100 Cutting-Edge, Ultra-Hearty, Easy-to-Make Salads You Don't Have to Be Vegan to Love Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	66.9866085052	dining table	56.6272199154										
0738215678	The Velvet Rage: Overcoming the Pain of Growing Up Gay in a Straight Man's World, Second Edition Paperback	Politics & Social Sciences	Social Sciences	tie	92.9653644562												
0738215910	The Healing Remedies Sourcebook: Over 1000 Natural Remedies to Prevent and Cure Common Ailments Paperback	Health, Fitness & Dieting	Alternative Medicine	mortar	75.2816021442												
0738573140	New York City Gangland (Images of America) Paperback	History	Americas	military_uniform	99.72	tie	76.3738572598	suit	59.4341218472								
0738600997	ISAT Reading - Grade 8 (Illinois ISAT Test Preparation) 0th Edition	New, Used & Rental Textbooks	Test Prep & Study Guides	Band_Aid	62.9431545734												
0738608092	AP U.S. Government & Politics Crash Course Book + Online (Advanced Placement (AP) Crash Course) Paperback	Teen & Young Adult	Education & Reference	chair	58.5468411446												
0738703990	Buckland's Book of Spirit Communications Paperback	Religion & Spirituality	Occult & Paranormal	mailbox	92.36												
0738704679	Mastering Astral Projection: 90-day Guide to Out-of-Body Experience Paperback	Religion & Spirituality	Occult & Paranormal	traffic_light	97.2137987614												
0738705926	You Are Psychic: The Art of Clairvoyant Reading & Healing Paperback	Religion & Spirituality	Occult & Paranormal	stopwatch	57.8058600426												
0738706256	Cottage Witchery: Natural Magick for Hearth and Home Paperback	Religion & Spirituality	New Age & Spirituality	potted plant	56.6058456898												
0738708127	How to Meet and Work with Spirit Guides Paperback	Religion & Spirituality	Occult & Paranormal	nail	97.1442818642												
0738708569	So you want to be a Medium: A Down to Earth Guide Paperback	Religion & Spirituality	Occult & Paranormal	hair_spray	82.9120874405												
0738709220	Natural Witchery: Intuitive, Personal & Practical Magick Paperback	Religion & Spirituality	New Age & Spirituality	orangutan	56.1124503613												
0738710717	Llewellyn's Complete Book of Astrology: The Easy Way to Learn Astrology (Llewellyn's Complete Book Series) Paperback	Religion & Spirituality	New Age & Spirituality	clock	96.2589144707	sundial	67.38										
0738712485	Death of a Cozy Writer (A St. Just Mystery) Paperback	Mystery, Thriller & Suspense	Mystery	corkscrew	71.6691315174	quill	70.58	kite	69.3678498268								
0738720674	The Blending Time Paperback	Children's Books	Growing Up & Facts of Life	planetarium	63.6832475662	bed	51.0023117065										
