asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7	obj8	pb8
0399165126	River Road Hardcover	Literature & Fiction	United States	car	95.070785284														
0399165142	Otherwise Engaged Hardcover	Literature & Fiction	Genre Fiction	gown	62.72	person	52.565741539												
0399165266	Robert B. Parker's Bull River (A Cole and Hitch Novel) Hardcover	Literature & Fiction	Genre Fiction	person	69.5611357689														
0399165339	Friends Hardcover	Children's Books	Growing Up & Facts of Life	umbrella	68.6803817749														
039916541X	Glorious: A Novel of the American West (A Cash McLendon Novel) Hardcover	Literature & Fiction	Genre Fiction	person	75.9666621685	horse	66.5124595165												
0399166432	The Devil's Workshop: A Novel of Scotland Yard's Murder Squad Hardcover	Literature & Fiction	British & Irish	clock	99.8766064644	person	82.6772868633												
039916667X	The Legend Trilogy Hardcover	Teen & Young Adult	Science Fiction & Fantasy	cassette	74.9851226807														
0399167005	Getting Things Done: 64 Productivity Cards: The Art of Stress-Free Productivity Cards	Business & Money	Business Culture	person	97.3854362965														
0399167609	What Jackie Taught Us (Revised and Expanded): Lessons from the Remarkable Life of Jacqueline Kennedy Onassis Introduction by L iz Smith Hardcover	Biographies & Memoirs	Historical	person	97.8885710239														
0399167900	The Drawing on the Right Side of the Brain Starter Kit Paperback	Parenting & Relationships		cassette	99.9912381172														
0399168508	Part Swan, Part Goose: An Uncommon Memoir of Womanhood, Work, and Family Hardcover	Biographies & Memoirs	Arts & Literature	person	99.5379328728														
0399207589	Where's Spot? Hardcover	Children's Books	Animals	umbrella	54.4067621231														
0399208968	Anno's Counting House Hardcover	Literature & Fiction		vestment	55.2486598492														
0399209964	Grandfather Twilight Hardcover	Children's Books	Growing Up & Facts of Life	dog	86.347335577	mousetrap	59.6417188644												
0399212337	The Donkey's Dream Hardcover	Children's Books	Literature & Fiction	horse	63.7195050716														
0399213015	The Very Hungry Caterpillar: miniature edition Hardcover	Children's Books	Early Learning	head_cabbage	97.1302092075	hair_slide	52.7243196964												
0399214577	Owl Moon Hardcover	Children's Books	Animals	person	97.070991993	frisbee	94.6847975254												
0399215921	The Very Busy Spider -Miniature version book. Hardcover	Children's Books	Science, Nature & How It Works	umbrella	76.0291278362	stop sign	53.5712957382												
039921920X	The Mitten Hardcover	Children's Books	Science, Nature & How It Works	cat	60.0490272045														
039921965X	The Bee Tree Hardcover	Children's Books	Growing Up & Facts of Life	person	52.8079271317														
039922033X	Goldilocks and the Three Bears Hardcover	Children's Books	Animals	teddy bear	67.5474107265														
0399220372	The Twelve Days of Christmas Hardcover	Children's Books	Literature & Fiction	apple	63.1112098694	bird	52.2231698036												
0399223363	Trouble with Trolls Hardcover	Children's Books	Science Fiction & Fantasy	dog	82.999843359	dogsled	70.84	person	61.5317463875										
0399224459	Good Night, Gorilla Hardcover	Children's Books	Growing Up & Facts of Life	person	93.6651945114	dog	75.7147610188												
0399226168	Officer Buckle & Gloria (CALDECOTT MEDAL BOOK) Hardcover	Children's Books	Animals	bib	99.7256457806														
0399226710	Pink and Say Hardcover	Children's Books	Literature & Fiction	person	83.5139334202														
0399226907	The Very Hungry Caterpillar Board book	Children's Books	Early Learning	head_cabbage	99.5910406113														
039922825X	The Brave Little Parrot Hardcover	Children's Books	Fairy Tales, Folk Tales & Myths	feather_boa	99.9918341637														
0399229191	The Very Busy Spider Board book	Children's Books	Science, Nature & How It Works	umbrella	61.575961113														
0399229434	Aunt Chip and the Great Triple Creek Dam Affair Hardcover	Children's Books	Growing Up & Facts of Life	person	50.6640255451														
0399230033	Good Night, Gorilla Board book	Children's Books	Growing Up & Facts of Life	person	90.5790448189	dog	50.8505940437												
0399230343	Little Cloud Hardcover	Children's Books	Early Learning	hair_slide	94.536781311	jellyfish	56.7												
0399231005	Silent Night Hardcover	Children's Books	Holidays & Celebrations	horse	99.3688523769	dogsled	96.9385027885												
0399231064	Clown Child Hardcover	Children's Books	Growing Up & Facts of Life	person	70.1966643333														
0399231080	Nana Upstairs and Nana Downstairs Hardcover	Children's Books	Literature & Fiction	person	76.7097711563	teddy bear	50.8107662201												
0399231099	The Mitten Board book	Children's Books	Fairy Tales, Folk Tales & Myths	dog	71.8057155609	teddy bear	60.9391570091	bed	50.5334436893										
0399231161	The Other Side Hardcover	Children's Books	Literature & Fiction	swing	95.9713816643	person	87.953966856	cow	72.6372599602										
0399233172	Sacred Places Hardcover	Children's Books	Religions	stupa	100														
0399233407	Willie and the All-Stars Hardcover	Children's Books	Literature & Fiction	person	68.2823002338	car	66.7991399765	shower_cap	54.3460726738										
0399233423	Max and the Tag-Along Moon Hardcover	Children's Books	Growing Up & Facts of Life	person	97.7326452732	tricycle	58.6403310299												
0399233695	Car Wash Hardcover	Children's Books	Cars, Trains & Things That Go	plastic_bag	64.990323782														
039923392X	You Are My I Love You Hardcover	Children's Books	Growing Up & Facts of Life	teddy	94.6928441525	teddy bear	87.7559661865												
0399234101	Who is Coming to Our House? Board book	Children's Books	Literature & Fiction	bird	98.3392357826														
0399234276	The Very Lonely Firefly board book Board book	Children's Books	Animals	American_lobster	82.283526659	umbrella	53.9298474789												
0399234764	The Cod's Tale Hardcover	Children's Books	Growing Up & Facts of Life	coho	53.3685863018														
0399234772	Hedgie's Surprise Hardcover	Children's Books	Geography & Cultures	bird	97.2798645496	teddy bear	54.8218011856												
0399235760	Leonardo's Horse Hardcover	Children's Books	Arts, Music & Photography	horse	71.1189746857														
0399235795	Dream Snow Hardcover	Children's Books	Science, Nature & How It Works	Christmas_stocking	99.0451216698	umbrella	52.21												
0399237178	I Wanna Iguana Hardcover	Children's Books	Growing Up & Facts of Life	pizza	51.8777370453														
0399237313	The Honeybee & the Robber Hardcover	Children's Books	Animals	velvet	65.7807767391														
0399237445	Will Moses' Mother Goose Hardcover	Children's Books	Literature & Fiction	person	57.5370311737														
0399237488	Coming on Home Soon (Caldecott Honor Book) Hardcover	Children's Books	Literature & Fiction	person	98.612010479	flute	51.6321182251												
0399237704	10 Minutes till Bedtime Board book	Children's Books	Growing Up & Facts of Life	jersey	56.5903306007														
0399238735	Who's That Knocking on Christmas Eve? Hardcover	Children's Books	Literature & Fiction	kuvasz	97.5084066391	dog	76.6082167625	bird	50.7959902287										
0399238832	One Giant Leap Hardcover	Children's Books	History	person	98.635917902	ballplayer	55.0262510777												
0399238883	You're On Your Way, Teddy Roosevelt Hardcover	Children's Books	History	person	58.7091326714														
039923960X	La oruga muy hambrienta: Spanish board book (Spanish Edition) (Spanish) Board book	Children's Books	Literature & Fiction	head_cabbage	94.5176184177	stop sign	78.1738817692	hair_slide	70.1382875443										
0399239863	This Is the Rope: A Story from the Great Migration Hardcover	Children's Books	Growing Up & Facts of Life	person	92.5145506859														
039924039X	Looking at Lincoln Hardcover	Children's Books	History	altar	76.5330970287														
0399240403	Thomas Jefferson: Life, Liberty and the Pursuit of Everything Hardcover	Children's Books	History	umbrella	65.3506875038	kite	56.8762600422												
0399241752	Make Your Mark, Franklin Roosevelt (Turning Point Books) Hardcover	Children's Books	History	person	61.7604315281														
0399242007	Mr. Wishy Washy Board book	Children's Books	Growing Up & Facts of Life	banana	56.8551838398	person	56.7349672318												
0399242309	Jump!: From the Life of Michael Jordan Hardcover	Children's Books	Geography & Cultures	person	63.0039513111														
0399242414	La araña muy ocupada (Spanish Edition) (Spanish) Hardcover	Children's Books	Education & Reference	umbrella	53.3132553101														
0399243003	Buenas noches, Gorila (Spanish Edition) (Spanish) Board book	Children's Books	Growing Up & Facts of Life	person	92.9047346115														
039924302X	An Orange for Frankie Hardcover	Children's Books	Literature & Fiction	tennis_ball	99.087613821	person	91.6965663433	orange	57.3627889156										
0399243658	One of Those Days Hardcover	Children's Books	Growing Up & Facts of Life	umbrella	61.9515776634	kite	50.4021286964												
0399243747	The Toy Boat Hardcover	Children's Books	Growing Up & Facts of Life	person	88.4669721127	balance_beam	77.1451950073												
0399245030	Lost and Found Hardcover	Children's Books	Growing Up & Facts of Life	iron	59.2714071274														
0399245340	Goodnight Goon: a Petrifying Parody Hardcover	Children's Books	Growing Up & Facts of Life	barbershop	99.8002231121														
0399246002	Artist to Artist: 23 Major Illustrators Talk to Children About Their Art Hardcover	Children's Books	Arts, Music & Photography	Band_Aid	57.6995193958	laptop	53.9466977119												
0399246266	Million-Dollar Throw Hardcover	Children's Books	Growing Up & Facts of Life	person	99.6628344059	apple	74.5680868626												
0399246290	Christopher Counting Hardcover	Children's Books	Animals	lotion	79.4539868832	teddy bear	71.9989418983												
0399246347	You Are the First Kid on Mars Hardcover	Children's Books	Science, Nature & How It Works	space_shuttle	53.23														
0399246525	Each Kindness (Jane Addams Award Book (Awards)) Hardcover	Children's Books	Growing Up & Facts of Life	person	94.781690836														
0399246770	Pegasus Hardcover	Teen & Young Adult	Science Fiction & Fantasy	bird	99.2881894112	person	80.4460167885	tray	58.4929287434	kite	53.3616662025								
0399246843	How Big Could Your Pumpkin Grow? Hardcover	Children's Books	Geography & Cultures	person	98.0681359768	jack-o'-lantern	72.76	bird	71.7489600182										
0399247211	Look to the Stars Hardcover	Children's Books	Science, Nature & How It Works	football_helmet	91.8277084827	clock	67.0233309269												
0399247416	Merlin: The Book of Magic, Book 12 (Merlin Saga) Hardcover	Children's Books	Literature & Fiction	bubble	84.9135756493	person	62.2062802315												
0399247521	You Are My Wish Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	64.2815470695														
039925076X	In Our Mothers' House Hardcover	Children's Books	Growing Up & Facts of Life	person	83.2644581795														
0399250778	January's Sparrow Hardcover	Children's Books	Literature & Fiction	person	53.4009218216														
0399250786	Junkyard Wonders Hardcover	Children's Books	Growing Up & Facts of Life	person	69.6544706821	maillot	59.9173426628												
0399251545	Mary and Her Little Lamb Hardcover	Children's Books	Literature & Fiction	person	69.8925435543	cow	66.4862155914	boathouse	56.1910569668										
0399251618	Gingerbread Friends Hardcover	Children's Books	Growing Up & Facts of Life	teddy bear	68.3436393738														
039925191X	Bad Apple: A Tale of Friendship Hardcover	Children's Books	Growing Up & Facts of Life	bird	67.9893195629	piggy_bank	58.4196925163												
0399252282	QB 1 Hardcover	Children's Books	Growing Up & Facts of Life	person	92.9364860058														
039925238X	The Easter Egg Hardcover	Children's Books	Literature & Fiction	pillow	82.24	teddy bear	74.0591049194	bird	70.8718121052										
0399252487	Otis Hardcover	Children's Books	Growing Up & Facts of Life	bird	64.4472062588														
0399252843	A Dance Like Starlight: One Ballerina’s Dream Hardcover	Children's Books	Literature & Fiction	person	92.4758672714														
0399254056	I Wanna New Room Hardcover	Children's Books	Growing Up & Facts of Life	sports ball	73.0348944664	person	66.4942443371	confectionery	53.7938654423										
0399254358	Little Pink Pup Hardcover	Children's Books	Growing Up & Facts of Life	dog	89.6234214306														
0399254412	Russian Roulette: The Story of an Assassin (Alex Rider) Hardcover	Teen & Young Adult	Literature & Fiction	buckle	60.2714896202														
0399254439	Tarra & Bella: The Elephant and Dog Who Became Best Friends Hardcover	Children's Books	Growing Up & Facts of Life	dog	99.4848489761	Indian_elephant	99.9537467957												
0399254463	One Foot, Two Feet Hardcover	Children's Books	Education & Reference	Band_Aid	86.03	maraca	60.9817922115												
0399254692	Otis and the Puppy Hardcover	Children's Books	Growing Up & Facts of Life	dog	61.7303371429														
0399254994	The 3 Little Dassies Hardcover	Children's Books	Geography & Cultures	teddy bear	71.7370986938														
0399256059	La oruga muy hambrienta/The Very Hungry Caterpillar: bilingual board book (Spanish Edition) (Spanish) Board book	Children's Books	Education & Reference	head_cabbage	99.9709784985	hair_slide	67.2098278999												
0399256083	Andrew Henry's Meadow Hardcover	Children's Books	Growing Up & Facts of Life	bird	61.5867674351	airplane	53.8801133633												
0399257047	Bully Hardcover	Children's Books	Growing Up & Facts of Life	person	88.371860981														
0399257403	Old Mikamba Had a Farm Hardcover	Children's Books	Literature & Fiction	teddy bear	72.0857679844	umbrella	59.6275448799	person	51.1593163013										
0399257659	Picture Me Gone Hardcover	Teen & Young Adult	Literature & Fiction	person	73.5254347324														
0399257829	Mossy Hardcover	Children's Books	Literature & Fiction	tray	79.4227302074	birdhouse	73.2997894287												
0399257837	Cinders: A Chicken Cinderella Hardcover	Children's Books	Animals	teddy bear	53.5013258457														
0399257861	New Lands (The Chronicles of Egg) Hardcover	Children's Books	Growing Up & Facts of Life	person	91.4949059486	bird	69.3372428417												
0399257969	Secrets According to Humphrey Hardcover	Children's Books	Growing Up & Facts of Life	bird	89.8077130318	book	55.0196290016												
0399260110	Goodnight Goon: a Petrifying Parody Board book	Children's Books	Growing Up & Facts of Life	barbershop	96.7488825321														
0399504338	Amphigorey: Fifteen Books Paperback	Comics & Graphic Novels	Graphic Novels	slot	99.2298662663														
0399508023	How to Draw Animals (Perigee) Paperback	Children's Books	Arts, Music & Photography	dog	78.9902806282	person	58.9807033539												
0399525173	The Thinking Woman's Guide to a Better Birth Paperback	Health, Fitness & Dieting	Women's Health	person	96.674823761														
0399525432	Talking with Children About Loss: Words, Strategies, and Wisdom to Help Children Cope with Death, Divorce, and Paperback	Self-Help	Death & Grief	sunscreen	51.2666463852														
0399526617	From Chaos to Calm: Effective Parenting Of Challenging Children with ADHD and Other Behavioral Problems Paperback	Education & Teaching	Schools & Teaching	person	86.3545179367														
0399528288	The Sell Your Novel Tool Kit: Everything You Need to Know about Queries, Synopses, Marketing, and Breaking In Revised Edition	Reference	Writing, Research & Publishing Guides	sunscreen	60.5278253555														
0399528431	The Out-of-Sync Child has Fun: Activities for Kids with Sensory Integration Dysfunction Paperback	Medical Books	Medicine	violin	84.1847419739	person	73.8376200199												
0399528970	Wide Awake: A Buddhist Guide for Teens Paperback	Children's Books	Growing Up & Facts of Life	person	80.0181210041	measuring_cup	52.74												
0399530231	The Secret Lives of Toddlers: A Parent's Guide to the Wonderful, Terrible, Fascinating Behavior of Children Ages 1 to 3 Paperback	Health, Fitness & Dieting	Psychology & Counseling	person	90.715944767	violin	72.1342802048												
0399530800	What Jackie Taught Us: Lessons from the Remarkable Life of Jacqueline Kennedy Onassis Paperback	Biographies & Memoirs	Leaders & Notable People	person	91.3498878479	laptop	61.5870058537												
0399531653	The Out-of-Sync Child: Recognizing and Coping with Sensory Processing Disorder (The Out-of-Sync Child Series) Revised Edition	Medical Books	Medicine	person	89.2203807831														
0399532714	The Out-of-Sync Child Has Fun, Revised Edition: Activities for Kids with Sensory Processing Disorder (The Out-of-Sync Child Series) Paperback	Medical Books	Medicine	tricycle	98.963624239	person	66.7240858078												
0399532870	Imbibe!: From Absinthe Cocktail to Whiskey Smash, a Salute in Stories and Drinks to ``Professor`` Jerry Thomas, Pioneer of the American Bar Featuring the Original Formulae Hardcover	Cookbooks, Food & Wine	Beverages & Wine	person	86.0638022423	brass	53.6538124084	tie	50.9261846542										
0399532919	The Baby Sleep Solution: A Proven Program to Teach Your Baby to Sleep Twelve Hours a Night Paperback	Health, Fitness & Dieting	Diseases & Physical Ailments	person	90.6633257866														
0399534350	Four-Letter Words: And Other Secrets of a Crossword Insider Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	89.4499838352	person	73.9385128021												
0399535837	Growing an In-Sync Child: Simple, Fun Activities to Help Every Child Develop, Learn, and Grow Paperback	Health, Fitness & Dieting	Psychology & Counseling	person	96.0776388645	soccer_ball	69.7561860085												
039953587X	The Perfectly Useless Book of Useless Information: You'll Never Need to Know Anything That's in This Book...But Read It Anyway Paperback	Humor & Entertainment	Humor	cat	97.7427124977														
0399536167	Punch: The Delights (and Dangers) of the Flowing Bowl Hardcover	Cookbooks, Food & Wine	Beverages & Wine	person	66.4364397526														
039953668X	The Indispensable Book of Useless Information: Just When You Thought It Couldn't Get Any More Useless--It Does Paperback	Humor & Entertainment	Puzzles & Games	laptop	81.024992466	cat	80.8133125305												
0399536965	The Super Book of Useless Information: The Most Powerfully Unnecessary Things You Never Need to Know Paperback	Humor & Entertainment	Puzzles & Games	cat	61.8502795696														
0399537465	The Incredible Book of Useless Information: Even More Pointlessly Unnecessary Knowledge Paperback	Humor & Entertainment	Humor	cat	92.3314511776	hatchet	59.9319219589												
039953766X	It's Not You, It's Brie: Unwrapping America's Unique Culture of Cheese Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	horse	92.3486113548	cow	91.250616312												
0413531309	Growing Pains of Adrian Mole Hardcover	Humor & Entertainment	Humor	bottle	82.6147556305														
0413696103	The Invisible Actor (Performance Books) Paperback	Arts & Photography	Performing Arts	person	66.1996006966														
0415183405	Introduction to Jungian Psychotherapy: The Therapeutic Relationship 1st Edition	Medical Books	Psychology	bookshop	73.5190868378														
0415202035	Athanasius (The Early Church Fathers) 1st Edition	History	World	person	86.0581874847														
0415253969	A General Theory of Magic (Routledge Classics) (Volume 37) 2nd Edition	Religion & Spirituality	Occult & Paranormal	mailbox	58.9974105358														
0415266734	Causes of the English Revolution, 1529-1642 2nd Edition	History	Europe	person	67.5713121891														
0415267633	A Short History of Modern Philosophy: From Descartes to Wittgenstein (Routledge Classics) (Volume 107) 1st Edition	New, Used & Rental Textbooks	Humanities	barrel	99.66														
0415269962	Scientists Must Write: A Guide to Better Writing for Scientists, Engineers and Students (Routledge Study Guides) 2nd Edition	Reference	Writing, Research & Publishing Guides	muzzle	83.1845998764														
0415290015	Gravity and Grace (Routledge Classics) (Volume 41) Paperback	Christian Books & Bibles	Catholicism	balloon	56.5386176109	ping-pong_ball	54.0005207062												
041531965X	Making Shakespeare: From Stage to Page (Accents on Shakespeare) 1st Edition	Literature & Fiction	History & Criticism	person	83.8085174561														
0415356539	Mahayana Buddhism: The Doctrinal Foundations (The Library of Religious Beliefs and Practices) 2nd Edition	New, Used & Rental Textbooks	Humanities	person	88.1367385387														
0415364485	China in War and Revolution, 1895-1949 (Asia's Transformations) 1st Edition	New, Used & Rental Textbooks	Humanities	person	94.3731367588														
0415389550	Gender Trouble: Feminism and the Subversion of Identity (Routledge Classics) (Volume 36) 1st Edition	Politics & Social Sciences	Social Sciences	person	84.6265435219														
0415404398	The Director's Craft: A Handbook for the Theatre 1st Edition	Arts & Photography	Performing Arts	teddy bear	64.3961548805	cassette	62.9677355289												
0415411424	And Then, You Act: Making Art in an Unpredictable World 1st Edition	Arts & Photography	Performing Arts	person	90.6136274338	balance_beam	51.5562415123												
0415434068	Introducing Chinese Religions (World Religions) 1st Edition	History	World	person	90.6547546387														
0415437776	Wisdom of the Psyche: Depth Psychology after Neuroscience 1st Edition	Medical Books	Medicine	toilet_seat	64.2727077007	mortar	63.5024249554	person	55.1657795906										
0415452104	The Evolution of International Society: A Comparative Historical Analysis Reissue with a new introduction by Barry Buzan and Richard Little 2nd Edition	New, Used & Rental Textbooks	Social Sciences	person	73.451602459	cat	58.490216732												
0415453437	The Logic of Care: Health and the Problem of Patient Choice 1st Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	person	84.247136116														
0415462053	Jews and Judaism in World History (Themes in World History) 1st Edition	New, Used & Rental Textbooks	Humanities	crossword_puzzle	86.9952738285														
0415473705	Unpopular Essays (Routledge Classics) (Volume 27) 1st Edition	New, Used & Rental Textbooks	Humanities	hatchet	99.8017549515	cleaver	61.26												
041548619X	Genocide: A Comprehensive Introduction 2nd Edition	New, Used & Rental Textbooks	Social Sciences	bakery	74.8291909695	prison	71.49												
0415537355	American Government: Political Development and Institutional Change, 7th Edition 7th Edition	New, Used & Rental Textbooks	Social Sciences	scoreboard	55.8322191238														
0415539153	Writing Beyond Race: Living Theory and Practice Paperback	Literature & Fiction	History & Criticism	brass	97.635614872														
041555120X	An Actor's Work: A Student's Diary 1st Edition	Arts & Photography	Performing Arts	person	52.3003458977														
0415566851	Public International Law 4th Edition	Law	Foreign & International Law	jellyfish	97.4089086056														
0415571790	Buddhist Thought: A Complete Introduction to the Indian Tradition 2nd Edition	New, Used & Rental Textbooks	Humanities	person	95.6413149834														
0415580196	Colloquial Yiddish Bilingual Edition	Reference	Foreign Language Study & Reference	pomegranate	99.7173309326	apple	78.9989650249												
0415598095	Childhood in World History (Themes in World History) 2nd Edition	New, Used & Rental Textbooks	Humanities	triceratops	96.4139461517	person	88.8562083244												
0415606136	Solution Focused Brief Therapy: 100 Key Points and Techniques 1st Edition	New, Used & Rental Textbooks	Social Sciences	rule	99.5584070683														
0415635438	Against Understanding, Volume 1: Commentary and Critique in a Lacanian Key 1st Edition	Health, Fitness & Dieting	Psychology & Counseling	soccer_ball	99.999320507	umbrella	70.0651109219												
0415635470	Against Understanding, Volume 2: Cases and Commentary in a Lacanian Key 1st Edition	Health, Fitness & Dieting	Psychology & Counseling	conch	97.5475430489	pencil_sharpener	94.41												
0415664616	The Christopher Bollas Reader 1st Edition	New, Used & Rental Textbooks	Social Sciences	teddy bear	59.0354323387	person	54.5909583569												
0415679141	Understanding Japanese Society (Nissan Institute/Routledge Japanese Studies) (Volume 1) 4th Edition	Politics & Social Sciences	Social Sciences	person	83.6715221405														
0415682800	Shakespeare: The Basics 3rd Edition	Literature & Fiction	History & Criticism	loupe	88.9253735542														
0415782813	Security Studies: An Introduction 2nd Edition	New, Used & Rental Textbooks	Social Sciences	person	89.8305058479	truck	60.7338249683												
0415782899	The Romance of Arthur: An Anthology of Medieval Texts in Translation 3rd Edition	Literature & Fiction	History & Criticism	moving_van	69.1666424274														
0415801982	Lifers: Seeking Redemption in Prison (Criminology and Justice Studies) 1st Edition	New, Used & Rental Textbooks	Social Sciences	moving_van	96.9252169132	person	94.1127240658												
0415807255	Techniques of Grief Therapy: Creative Practices for Counseling the Bereaved (Series in Death, Dying, and Bereavement) 1st Edition	New, Used & Rental Textbooks	Social Sciences	person	63.0189538002														
0415884470	Alfred Adler Revisited 1st Edition	Arts & Photography	Music	person	96.8267738819														
041592149X	Operation Pedro Pan: The Untold Exodus of 14,048 Cuban Children 1st Edition	New, Used & Rental Textbooks	Social Sciences	brass	67.05	person	64.0387833118												
041592801X	Getting By on the Minimum: The Lives of Working-Class Women 1st Edition	Politics & Social Sciences	Social Sciences	person	72.4497079849	donut	53.3482074738	bowl	53.2865643501										
041592913X	Where We Stand: Class Matters 1st Edition	Politics & Social Sciences	Social Sciences	person	97.8956401348														
0415933994	The Road Not Taken: A History of Radical Social Work in the United States	Politics & Social Sciences	Politics & Government	person	75.0218570232	balance_beam	65.4436945915												
0415935938	Almost All Aliens: Immigration, Race, and Colonialism in American History and Identity 1st Edition	History	Americas	truck	53.2538294792														
0415941911	Beyond Monotheism: A Theology of Multiplicity 1st Edition	Reference	Encyclopedias & Subject Guides	golf_ball	94.1244482994														
0415942578	Ballet in Western Culture: A History of Its Origins and Evolution 1st Edition	Arts & Photography	Performing Arts	hand_blower	88.2457077503	person	57.1998238564	tie	56.6971838474										
041595150X	Black Sexual Politics: African Americans, Gender, and the New Racism 1st Edition	Politics & Social Sciences	Social Sciences	person	86.9999587536														
0415952875	Early Recollections: Interpretative Method and Application 1st Edition	New, Used & Rental Textbooks	Social Sciences	brassiere	94.3896770477	person	84.3209207058												
0415955025	Making Room in Our Hearts: Keeping Family Ties through Open Adoption Paperback	Health, Fitness & Dieting	Psychology & Counseling	person	87.4739944935	bobsled	85.0423753262												
0415963095	How the Irish Became White (Routledge Classics) (Volume 137) 1st Edition	History	Americas	eggnog	64.9326443672														
0415964725	Black Feminist Thought: Knowledge, Consciousness, and the Politics of Empowerment (Routledge Classics) (Volume 138) 1st Edition	Politics & Social Sciences	Social Sciences	person	55.5590867996	bed	55.1857948303												
0415964865	Revolutionary America, 1763-1815: A Political History 2nd Edition	History	Americas	person	65.1708424091														
0415969239	Undoing Gender	Literature & Fiction	History & Criticism	bucket	83.1340491772														
0415974488	Ritual and Religious Belief: A Reader (Critical Categories in the Study of Religion)	New, Used & Rental Textbooks	Humanities	person	53.601038456														
0415992095	Teaching Music in American Society: A Social and Cultural Understanding of Music Education 1st Edition	Arts & Photography	Music	person	84.235727787														
0415993091	Media and Middle Class Moms: Images and Realities of Work and Family 1st Edition	Parenting & Relationships	Family Relationships	person	92.9342031479														
0415994136	The Mathematics That Every Secondary School Math Teacher Needs to Know (Studies in Mathematical Thinking and Learning Series) 1st Edition	Education & Teaching	Schools & Teaching	television	74.3342757225														
0415994241	Constructivist Instruction: Success or Failure? 1st Edition	Education & Teaching	Schools & Teaching	ashcan	98.7355291843														
0415997127	Revolutionary America, 1763-1815: A Sourcebook (Volume 2) 1st Edition	History	Americas	person	63.4216487408														
0415997291	An Introduction to Music Technology 1st Edition	Engineering & Transportation	Engineering	trailer_truck	86.8655979633														
0425153045	The Friends of Pancho Villa Mass Market Paperback	Literature & Fiction	Genre Fiction	person	80.8795213699	brass	69.4707453251												
0425154122	The Pistoleer Mass Market Paperback	Literature & Fiction	Genre Fiction	person	67.255038023														
0425154513	What are Hyenas Laughing at, Anyway? Paperback	Humor & Entertainment	Puzzles & Games	dog	89.3671810627	bird	54.2895615101	cat	52.9590070248										
0425154637	The Eagle Catcher (A Wind River Reservation Myste) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	hand_blower	87.5753521919														
0425157296	Ambush at Ruby Ridge Mass Market Paperback	History	Americas	person	61.2631320953	scissors	60.1886332035												
0425159841	How astronauts scratch an itch (Imponderables Books) Paperback	Reference	Foreign Language Study & Reference	dog	76.2681424618														
0425165582	Books of Blood, Vols. 1-3 Paperback	Literature & Fiction	Genre Fiction	brass	93.2016313076	person	58.0628871918												
0425168182	O'Baby: The Irish Baby Name Book Mass Market Paperback	Parenting & Relationships	Parenting	person	96.8152880669	shower_cap	57.9956889153												
0425171426	Dream On: Livin' on the Edge with Steven Tyler and Aerosmith (Boulevard) Mass Market Paperback	Arts & Photography	Music	person	88.2962942123														
0425172287	The Journey from Abandonment to Healing: Turn the End of a Relationship into the Beginning of a New Life Paperback	Health, Fitness & Dieting	Mental Health	brass	72.8676199913														
0425180433	Ten Thousand Islands (A Doc Ford Novel) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	tray	62.9536807537														
0425180905	The Spirit Woman (A Wind River Reservation Myste) Mass Market Paperback	Literature & Fiction	United States	person	83.4956347942														
0425184773	Harmony Paperback	Literature & Fiction	Short Stories & Anthologies	wall_clock	59.1224610806	clock	56.2929570675												
0425186164	The Science of Vampires Paperback	Religion & Spirituality	Occult & Paranormal	cinema	73.2527852058														
0425189880	Last Man Down: A Firefighter's Story of Survival and Escape from the World Trade Center Mass Market Paperback	History	Americas	person	88.6424124241														
0425191974	The Complete Lesbian and Gay Parenting Guide Paperback	Crafts, Hobbies & Home	Home Improvement & Design	crossword_puzzle	97.301876545	person	83.5457921028												
0425193942	Sullivan's Island (Lowcountry Tales) Paperback	Literature & Fiction	Genre Fiction	wig	60.0736737251	person	56.5373182297												
0425194183	Plantation (Lowcountry Tales) Paperback	Literature & Fiction	Genre Fiction	cowboy_hat	82.3983311653														
0425194833	Miss Wonderful (Carsington Family Series) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	73.3069479465														
0425197395	The Mediterranean Caper (Dirk Pitt Adventure) Mass Market Paperback	Literature & Fiction	Action & Adventure	airplane	99.9740421772														
0425198812	The Kitchen Witch (Accidental Witch Trilogy, Book 1) Mass Market Paperback	Science Fiction & Fantasy	Fantasy	person	67.5871372223	vase	60.5796873569	bottle	57.3100924492										
0425201503	Mr. Impossible Mass Market Paperback	Literature & Fiction	Action & Adventure	person	88.093328476														
0425203956	The Perfect Rake (Merridew Series) Mass Market Paperback	Romance	Historical	clock	95.9955096245														
0425204456	Latte Trouble (Coffeehouse Mysteries, No. 3) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	person	61.1319065094														
0425208044	Wedding Rows (A Manor House Mystery) Mass Market Paperback	Mystery, Thriller & Suspense	Mystery	cowboy_hat	98.3989417553	bakery	89.12	cake	77.5986194611	vase	75.8308768272								
